"","round","nPassesPerScan","meanRate"
"1",0,0,0.0422769804795598
"2",0,0.5,0.0424322159905626
"3",0,1,0.0421785654742573
"4",0,2,0.0423553060717288
"5",0,4,0.0419385687462882
"6",0,8,0.0422257509908704
"7",0,16,0.0419422629192969
"8",0,32,0.0421091207347173
"9",1,0,0.0593662217723873
"10",1,0.5,0.0592327352922015
"11",1,1,0.0588189965977479
"12",1,2,0.0573913436202328
"13",1,4,0.0586610504036358
"14",1,8,0.0586523787780692
"15",1,16,0.0595077804557804
"16",1,32,0.0585934597833567
"17",2,0,0.07718029597273
"18",2,0.5,0.0788815864061861
"19",2,1,0.0756466610005381
"20",2,2,0.0766203027119604
"21",2,4,0.0748469957401809
"22",2,8,0.0737035092497482
"23",2,16,0.0742376514445523
"24",2,32,0.0757946402338378
"25",3,0,0.095160765485564
"26",3,0.5,0.0945301350098028
"27",3,1,0.0927006911071932
"28",3,2,0.0916658674481967
"29",3,4,0.0907936688593949
"30",3,8,0.0872771407133945
"31",3,16,0.0878916430441706
"32",3,32,0.0880045155212551
"33",4,0,0.112772462964028
"34",4,0.5,0.103239129809624
"35",4,1,0.102663188126205
"36",4,2,0.104700079393321
"37",4,4,0.101196840452463
"38",4,8,0.100215318409783
"39",4,16,0.0975278642090448
"40",4,32,0.102740483995585
"41",5,0,0.125156240088487
"42",5,0.5,0.108240514909907
"43",5,1,0.109623474900914
"44",5,2,0.108909610321994
"45",5,4,0.109500923016181
"46",5,8,0.110117181175086
"47",5,16,0.110648617929344
"48",5,32,0.109040888973496
"49",6,0,0.124443513320833
"50",6,0.5,0.111155482224598
"51",6,1,0.113535094935632
"52",6,2,0.113856287874687
"53",6,4,0.112420866533251
"54",6,8,0.114442946003091
"55",6,16,0.114209696318385
"56",6,32,0.112456651405647
"57",7,0,0.121884404122547
"58",7,0.5,0.115890167507958
"59",7,1,0.116440914203516
"60",7,2,0.115232857384029
"61",7,4,0.115072633567339
"62",7,8,0.115063546871135
"63",7,16,0.116211848443278
"64",7,32,0.115760409507405
"65",8,0,0.123747351336949
"66",8,0.5,0.117440570946976
"67",8,1,0.117556911491793
"68",8,2,0.117686195654908
"69",8,4,0.116792424209183
"70",8,8,0.117327716407627
"71",8,16,0.117983487652618
"72",8,32,0.117380639924984
"73",9,0,0.122659639421619
"74",9,0.5,0.118063501980893
"75",9,1,0.118589173971528
"76",9,2,0.118386401377529
"77",9,4,0.118883270009206
"78",9,8,0.118236063058881
"79",9,16,0.117810125131543
"80",9,32,0.118326095771527
"81",10,0,0.121006631961898
"82",10,0.5,0.118944110530254
"83",10,1,0.11808775616782
"84",10,2,0.118961755895985
"85",10,4,0.118698346602803
"86",10,8,0.118674219054847
"87",10,16,0.118487186856814
"88",10,32,0.118867040498045
"89",11,0,0.118851345026247
"90",11,0.5,0.118849961358892
"91",11,1,0.118830018191814
"92",11,2,0.11863159517037
"93",11,4,0.118832291308028
"94",11,8,0.118714610217848
"95",11,16,0.1187791132531
"96",11,32,0.118654646435084
