"","beta","nPassesPerScan","meanRate"
"275",0.35,1,9.20358249922064
"276",0.35,2,9.21458602628922
"277",0.35,4,9.18229671855962
"278",0.35,8,9.22811995235071
"279",0.35,16,9.16694699705786
"280",0.35,32,9.21835589372825
"281",0.36,0,2.43872307815945
"282",0.36,0.5,9.15417571178996
"283",0.36,1,9.22965250192371
"284",0.36,2,9.21186497139082
"285",0.36,4,9.19724391975079
"286",0.36,8,9.23419738678143
"287",0.36,16,9.17703925988077
"288",0.36,32,9.21581671827452
"289",0.37,0,2.42219339291826
"290",0.37,0.5,9.17144908305817
"291",0.37,1,9.27725412407785
"292",0.37,2,9.2240769034657
"293",0.37,4,9.22653638745386
"294",0.37,8,9.26496762917503
"295",0.37,16,9.20734578563043
"296",0.37,32,9.22038434275078
"297",0.38,0,2.40998596615776
"298",0.38,0.5,9.18537628043579
"299",0.38,1,9.30765848475857
"300",0.38,2,9.23194597318755
"301",0.38,4,9.24470797924326
"302",0.38,8,9.28278816515254
"303",0.38,16,9.22711322519383
"304",0.38,32,9.22358013329689
"305",0.39,0,2.39669446105
"306",0.39,0.5,9.19180926139334
"307",0.39,1,9.31487842057186
"308",0.39,2,9.23070461316177
"309",0.39,4,9.25093714760672
"310",0.39,8,9.28859204537216
"311",0.39,16,9.23425382899257
"312",0.39,32,9.22438836435424
"313",0.4,0,2.39541741310886
"314",0.4,0.5,9.1907480259308
"315",0.4,1,9.2989139315177
"316",0.4,2,9.22035282338831
"317",0.4,4,9.24522389254423
"318",0.4,8,9.2823792698338
"319",0.4,16,9.22876759702664
"320",0.4,32,9.22280903592282
"321",0.41,0,2.4081743709215
"322",0.41,0.5,9.18219257404818
"323",0.41,1,9.2597650175961
"324",0.41,2,9.20089060386722
"325",0.41,4,9.22756821405581
"326",0.41,8,9.26414983853754
"327",0.41,16,9.21065452929605
"328",0.41,32,9.21884214800266
"329",0.42,0,2.42882578788793
"330",0.42,0.5,9.16715382099044
"331",0.42,1,9.19846274148177
"332",0.42,2,9.17193362950603
"333",0.42,4,9.19797011214142
"334",0.42,8,9.23390375148333
"335",0.42,16,9.17991462580079
"336",0.42,32,9.21271107903003
"337",0.43,0,2.45694779038264
"338",0.43,0.5,9.15947225149594
"339",0.43,1,9.14407282737355
"340",0.43,2,9.15151085141691
"341",0.43,4,9.18091764941694
"342",0.43,8,9.21649846980061
"343",0.43,16,9.15788573572871
"344",0.43,32,9.22724242687597
"345",0.44,0,2.49402105617626
"346",0.44,0.5,9.15037508826052
"347",0.44,1,9.10372584430174
"348",0.44,2,9.13814259199583
"349",0.44,4,9.17309639209323
"350",0.44,8,9.2126846698185
"351",0.44,16,9.14493998343288
"352",0.44,32,9.23502954628061
"353",0.45,0,2.53987130767718
"354",0.45,0.5,9.13603501055118
"355",0.45,1,9.07343028992848
"356",0.45,2,9.12542752136324
"357",0.45,4,9.15938653480522
"358",0.45,8,9.20039004391669
"359",0.45,16,9.13047091266669
"360",0.45,32,9.22976828904182
"361",0.46,0,2.5892717421796
"362",0.46,0.5,9.11645201836786
"363",0.46,1,9.05318616425373
"364",0.46,2,9.11336563951916
"365",0.46,4,9.13978807755288
"366",0.46,8,9.1792231300281
"367",0.46,16,9.11447852343015
"368",0.46,32,9.21145865515952
"369",0.47,0,2.6427005367628
"370",0.47,0.5,9.09162611171063
"371",0.47,1,9.04299346727747
"372",0.47,2,9.10195694646359
"373",0.47,4,9.11430102033622
"374",0.47,8,9.1491839281527
"375",0.47,16,9.09696281572321
"376",0.47,32,9.18010064463376
"377",0.48,0,2.7077056496243
"378",0.48,0.5,9.06155729057942
"379",0.48,1,9.04285219899975
"380",0.48,2,9.09120144219652
"381",0.48,4,9.08292536315524
"382",0.48,8,9.11027243829048
"383",0.48,16,9.0779237895459
"384",0.48,32,9.13569425746451
"385",0.49,0,2.77283621243802
"386",0.49,0.5,9.03813753603528
"387",0.49,1,9.05593720601356
"388",0.49,2,9.08686299853322
"389",0.49,4,9.04450013420319
"390",0.49,8,9.06686712759989
"391",0.49,16,9.06292824359384
"392",0.49,32,9.09367587453297
"393",0.5,0,2.8282274434718
"394",0.5,0.5,9.02869672864276
"395",0.5,1,9.06760851874378
"396",0.5,2,9.09306602703126
"397",0.5,4,9.02043001184986
"398",0.5,8,9.03579292808022
"399",0.5,16,9.05870265018007
"400",0.5,32,9.07369883791523
"401",0.51,0,2.87387934272564
"402",0.51,0.5,9.01436155315238
"403",0.51,1,9.06545226565026
"404",0.51,2,9.08482295403543
"405",0.51,4,8.99778269657756
"406",0.51,8,9.00536742313762
"407",0.51,16,9.04613470123173
"408",0.51,32,9.04845409888739
"409",0.52,0,2.90592754920484
"410",0.52,0.5,8.99440525364516
"411",0.52,1,9.049468446733
"412",0.52,2,9.06168202441815
"413",0.52,4,8.97329485339974
"414",0.52,8,8.97383271121186
"415",0.52,16,9.02522439674886
"416",0.52,32,9.01793404338944
"417",0.53,0,2.91873265324274
"418",0.53,0.5,8.96882783012117
"419",0.53,1,9.01965706199203
"420",0.53,2,9.02364323817948
"421",0.53,4,8.94696648231649
"422",0.53,8,8.94118879230278
"423",0.53,16,8.99597173673138
"424",0.53,32,8.98213867142128
"425",0.54,0,2.92645842243728
"426",0.54,0.5,8.93762928258029
"427",0.54,1,8.9760181114273
"428",0.54,2,8.97070659531945
"429",0.54,4,8.91879758332775
"430",0.54,8,8.90743566641055
"431",0.54,16,8.95837672117935
"432",0.54,32,8.94106798298299
"433",0.55,0,2.92513537437334
"434",0.55,0.5,8.9002798271805
"435",0.55,1,8.91975476088409
"436",0.55,2,8.91026859420813
"437",0.55,4,8.88878815643355
"438",0.55,8,8.87309056819351
"439",0.55,16,8.91245635669276
"440",0.55,32,8.89628563977944
"441",0.56,0,2.91125437843324
"442",0.56,0.5,8.87252210108426
"443",0.56,1,8.88667633115375
"444",0.56,2,8.87094043536539
"445",0.56,4,8.86354820089931
"446",0.56,8,8.84212010938903
"447",0.56,16,8.87450296618641
"448",0.56,32,8.856794850425
"449",0.57,0,2.88501770770038
"450",0.57,0.5,8.84716681439506
"451",0.57,1,8.85562321047552
"452",0.57,2,8.83165213605995
"453",0.57,4,8.83516373450746
"454",0.57,8,8.81302448461545
"455",0.57,16,8.84087711838355
"456",0.57,32,8.81814771111755
"457",0.58,0,2.87542914761539
"458",0.58,0.5,8.81933571773193
"459",0.58,1,8.81910595277885
"460",0.58,2,8.78817401095653
"461",0.58,4,8.80376160208547
"462",0.58,8,8.78230596773909
"463",0.58,16,8.80531311277212
"464",0.58,32,8.77883226064031
"465",0.59,0,2.86796691309716
"466",0.59,0.5,8.78902881109491
"467",0.59,1,8.7771245580637
"468",0.59,2,8.74050606005511
"469",0.59,4,8.76934180363324
"470",0.59,8,8.7499645587599
"471",0.59,16,8.7678109493521
"472",0.59,32,8.73884849899325
"473",0.6,0,2.86815892813905
"474",0.6,0.5,8.75624609448403
"475",0.6,1,8.72967902633011
"476",0.6,2,8.68864828335574
"477",0.6,4,8.73190433915078
"478",0.6,8,8.71600025767795
"479",0.6,16,8.72837062812355
"480",0.6,32,8.69819642617641
"481",0.61,0,2.87385213771982
"482",0.61,0.5,8.7209875678992
"483",0.61,1,8.67676935757804
"484",0.61,2,8.6326006808584
"485",0.61,4,8.69144920863815
"486",0.61,8,8.6804130644932
"487",0.61,16,8.68699214908643
"488",0.61,32,8.6568760421898
"489",0.62,0,2.87216232278339
"490",0.62,0.5,8.68219532536787
"491",0.62,1,8.61724628250496
"492",0.62,2,8.57266320692988
"493",0.62,4,8.65476165353529
"494",0.62,8,8.64454233240559
"495",0.62,16,8.64566863131447
"496",0.62,32,8.61777286689756
"497",0.63,0,2.86996744475445
"498",0.63,0.5,8.66804125001304
"499",0.63,1,8.57179150658716
"500",0.63,2,8.52292025546431
"501",0.63,4,8.64283560868314
"502",0.63,8,8.61632556725091
"503",0.63,16,8.61588027061754
"504",0.63,32,8.58942430850003
"505",0.64,0,2.86813545085518
"506",0.64,0.5,8.64646096974713
"507",0.64,1,8.53017148313603
"508",0.64,2,8.4752207479049
"509",0.64,4,8.62146062861041
"510",0.64,8,8.58570905671639
"511",0.64,16,8.58243307351922
"512",0.64,32,8.55633466932298
"513",0.65,0,2.87269115605059
"514",0.65,0.5,8.61274006306855
"515",0.65,1,8.48626130079158
"516",0.65,2,8.42892062627626
"517",0.65,4,8.58914096387744
"518",0.65,8,8.54951169857822
"519",0.65,16,8.54511010768477
"520",0.65,32,8.51804433100673
"521",0.66,0,2.87742623504081
"522",0.66,0.5,8.56687852997734
"523",0.66,1,8.44006095955383
"524",0.66,2,8.38401989057834
"525",0.66,4,8.54587661448426
"526",0.66,8,8.50773349283639
"527",0.66,16,8.50391137311427
"528",0.66,32,8.47455329355124
"529",0.67,0,2.87916015528495
"530",0.67,0.5,8.50887637047343
"531",0.67,1,8.3915704594227
"532",0.67,2,8.34051854081117
"533",0.67,4,8.49166758043091
"534",0.67,8,8.46037443949095
"535",0.67,16,8.4588368698077
"536",0.67,32,8.42586155695655
"537",0.68,0,2.89806541950379
"538",0.68,0.5,8.43873358455688
"539",0.68,1,8.34078980039824
"540",0.68,2,8.29841657697474
"541",0.68,4,8.42651386171735
"542",0.68,8,8.40743453854185
"543",0.68,16,8.40988659776504
"544",0.68,32,8.37196912122265
"545",0.69,0,2.93565137809214
"546",0.69,0.5,8.36571316528447
"547",0.69,1,8.28808736233623
"548",0.69,2,8.25889955410787
"549",0.69,4,8.35089806707557
"550",0.69,8,8.35371840568656
"551",0.69,16,8.35665618127253
"552",0.69,32,8.31542079569527
"553",0.7,0,2.99235244261992
"554",0.7,0.5,8.30748765362253
"555",0.7,1,8.23427498663937
"556",0.7,2,8.22475508806773
"557",0.7,4,8.29686395032124
"558",0.7,8,8.31312157304692
"559",0.7,16,8.31841044395027
"560",0.7,32,8.26708890336392
"561",0.71,0,3.06278657290969
"562",0.71,0.5,8.25020821239337
"563",0.71,1,8.18234264736028
"564",0.71,2,8.1856261042162
"565",0.71,4,8.24468697127255
"566",0.71,8,8.26914884311553
"567",0.71,16,8.27759548593368
"568",0.71,32,8.21874954486695
"569",0.72,0,3.11878659267933
"570",0.72,0.5,8.1938271440898
"571",0.72,1,8.13222078376289
"572",0.72,2,8.14125310883222
"573",0.72,4,8.19263233081135
"574",0.72,8,8.2213263271846
"575",0.72,16,8.2329503214583
"576",0.72,32,8.17033014940871
"577",0.73,0,3.17727330219783
"578",0.73,0.5,8.13834444871181
"579",0.73,1,8.08390939584724
"580",0.73,2,8.09163610191578
"581",0.73,4,8.1407000289377
"582",0.73,8,8.16965402525415
"583",0.73,16,8.18447495052408
"584",0.73,32,8.12183071698927
"585",0.74,0,3.23288968792131
"586",0.74,0.5,8.08376012625938
"587",0.74,1,8.03740848361327
"588",0.74,2,8.03677508346687
"589",0.74,4,8.0888900656516
"590",0.74,8,8.11413193732415
"591",0.74,16,8.13216937313106
"592",0.74,32,8.07325124760855
"593",0.75,0,3.27735658311452
"594",0.75,0.5,8.03007417673255
"595",0.75,1,7.99271804706104
"596",0.75,2,7.97667005348549
"597",0.75,4,8.03720244095301
"598",0.75,8,8.05476006339462
"599",0.75,16,8.07603358927924
"600",0.75,32,8.0245917412666
"601",0.76,0,3.32916588244328
"602",0.76,0.5,7.98054625118485
"603",0.76,1,7.95167230454248
"604",0.76,2,7.91368802635029
"605",0.76,4,7.98505595000351
"606",0.76,8,7.99172472118587
"607",0.76,16,8.01607320352199
"608",0.76,32,7.97712318826056
"609",0.77,0,3.38425991487153
"610",0.77,0.5,7.93002925132367
"611",0.77,1,7.92199645168752
"612",0.77,2,7.85379128724574
"613",0.77,4,7.92971878571171
"614",0.77,8,7.93814767800592
"615",0.77,16,7.96723733192834
"616",0.77,32,7.93421564433316
"617",0.78,0,3.43980540801835
"618",0.78,0.5,7.87856002414765
"619",0.78,1,7.88475065230392
"620",0.78,2,7.7996748899549
"621",0.78,4,7.87718593606732
"622",0.78,8,7.88718629328382
"623",0.78,16,7.92040323780523
"624",0.78,32,7.89137855508943
"625",0.79,0,3.52246878976631
"626",0.79,0.5,7.82564022009252
"627",0.79,1,7.84234500133016
"628",0.79,2,7.74982032335706
"629",0.79,4,7.82616045741366
"630",0.79,8,7.83600056805185
"631",0.79,16,7.87110795083376
"632",0.79,32,7.84680298914423
"633",0.8,0,3.60927815234871
"634",0.8,0.5,7.77126983915825
"635",0.8,1,7.79477949876631
"636",0.8,2,7.70422758745222
"637",0.8,4,7.77664234975072
"638",0.8,8,7.78459050230999
"639",0.8,16,7.81935147101396
"640",0.8,32,7.80048894649759
"641",0.81,0,3.69551110190787
"642",0.81,0.5,7.71544888134483
"643",0.81,1,7.74205414461232
"644",0.81,2,7.66289668224036
"645",0.81,4,7.72863161307854
"646",0.81,8,7.73295609605821
"647",0.81,16,7.7651337983458
"648",0.81,32,7.75243642714954
"649",0.82,0,3.77702232360593
"650",0.82,0.5,7.65817734665228
"651",0.82,1,7.68416893886822
"652",0.82,2,7.62582760772148
"653",0.82,4,7.68212824739708
"654",0.82,8,7.68109734929658
"655",0.82,16,7.70845493282927
"656",0.82,32,7.70264543110003
"657",0.83,0,3.8579404921745
"658",0.83,0.5,7.59945523508058
"659",0.83,1,7.621123881534
"660",0.83,2,7.59302036389558
"661",0.83,4,7.63713225270631
"662",0.83,8,7.629014262025
"663",0.83,16,7.64931487446437
"664",0.83,32,7.65111595834908
"665",0.84,0,3.93658595966511
"666",0.84,0.5,7.54093458920397
"667",0.84,1,7.55997779993375
"668",0.84,2,7.5676213910262
"669",0.84,4,7.59243244593024
"670",0.84,8,7.57709467324511
"671",0.84,16,7.59032106999395
"672",0.84,32,7.60567132665182
"673",0.85,0,3.98848961579349
"674",0.85,0.5,7.48222879191065
"675",0.85,1,7.50372779979525
"676",0.85,2,7.5394930729384
"677",0.85,4,7.54895586851704
"678",0.85,8,7.52696126627145
"679",0.85,16,7.53290772389342
"680",0.85,32,7.56595457281022
"681",0.86,0,4.03960243075367
"682",0.86,0.5,7.42631228140029
"683",0.86,1,7.4492545917974
"684",0.86,2,7.50563811432956
"685",0.86,4,7.50420275709464
"686",0.86,8,7.47637729820146
"687",0.86,16,7.477671272393
"688",0.86,32,7.5220406459445
"689",0.87,0,4.1427746464741
"690",0.87,0.5,7.37363669691541
"691",0.87,1,7.39655817594029
"692",0.87,2,7.46605651519971
"693",0.87,4,7.458173111663
"694",0.87,8,7.42534276903515
"695",0.87,16,7.4246117154927
"696",0.87,32,7.47392954605455
"697",0.88,0,4.3034107415594
"698",0.88,0.5,7.32420203845601
"699",0.88,1,7.34563855222386
"700",0.88,2,7.42074827554882
"701",0.88,4,7.41086693222211
"702",0.88,8,7.37385767877256
"703",0.88,16,7.37372905319245
"704",0.88,32,7.42162127314047
"705",0.89,0,4.51322276425412
"706",0.89,0.5,7.27800830602211
"707",0.89,1,7.29649572064808
"708",0.89,2,7.36971339537689
"709",0.89,4,7.36228421877207
"710",0.89,8,7.3219220274136
"711",0.89,16,7.32502328549235
"712",0.89,32,7.36511582720221
"713",0.9,0,4.81028004389424
"714",0.9,0.5,7.23505549961367
"715",0.9,1,7.24912968121302
"716",0.9,2,7.31295187468397
"717",0.9,4,7.31242497131277
"718",0.9,8,7.26953581495839
"719",0.9,16,7.27849441239231
"720",0.9,32,7.30441320823976
"721",0.91,0,5.04347121297626
"722",0.91,0.5,7.19534361923071
"723",0.91,1,7.20354043391863
"724",0.91,2,7.25046371347002
"725",0.91,4,7.26128918984425
"726",0.91,8,7.21669904140683
"727",0.91,16,7.23414243389239
"728",0.91,32,7.23951341625313
"729",0.92,0,5.24407138208965
"730",0.92,0.5,7.14554313207836
"731",0.92,1,7.1414832781854
"732",0.92,2,7.17380583227457
"733",0.92,4,7.19332197755879
"734",0.92,8,7.14940134806245
"735",0.92,16,7.17576784156533
"736",0.92,32,7.15762627344549
"737",0.93,0,5.54600337320058
"738",0.93,0.5,7.08251891429771
"739",0.93,1,7.06919795745828
"740",0.93,2,7.09212438193022
"741",0.93,4,7.11887580473176
"742",0.93,8,7.06936562563242
"743",0.93,16,7.10011277262847
"744",0.93,32,7.07025658392309
"745",0.94,0,5.86025707640086
"746",0.94,0.5,7.0324067482695
"747",0.94,1,7.01244371447275
"748",0.94,2,7.02790595674176
"749",0.94,4,7.06038611424634
"750",0.94,8,7.00640081382145
"751",0.94,16,7.04053783859509
"752",0.94,32,7.0016253925114
"753",0.95,0,6.17247591351984
"754",0.95,0.5,6.99602752768475
"755",0.95,1,6.97122054922882
"756",0.95,2,6.98115055670924
"757",0.95,4,7.01785290610254
"758",0.95,8,6.96050691262954
"759",0.95,16,6.99704303946517
"760",0.95,32,6.95173269921042
"761",0.96,0,6.56036086829843
"762",0.96,0.5,6.97338125254345
"763",0.96,1,6.94552846172653
"764",0.96,2,6.9518581818326
"765",0.96,4,6.99127618030042
"766",0.96,8,6.93168392205666
"767",0.96,16,6.96962837523871
"768",0.96,32,6.92057850402018
"769",0.97,0,6.68077059092493
"770",0.97,0.5,6.96446792284561
"771",0.97,1,6.93536745196578
"772",0.97,2,6.94002883211189
"773",0.97,4,6.98065593683988
"774",0.97,8,6.91993184210283
"775",0.97,16,6.9582938459157
"776",0.97,32,6.90816280694063
"777",0.98,0,6.822423863333
"778",0.98,0.5,6.96928753859123
"779",0.98,1,6.94073751994666
"780",0.98,2,6.9456625075471
"781",0.98,4,6.98599217572096
"782",0.98,8,6.92525067276804
"783",0.98,16,6.96303945149618
"784",0.98,32,6.91448560797181
"785",0.99,0,7.13768166026228
"786",0.99,0.5,6.98784009978032
"787",0.99,1,6.96163866566913
"788",0.99,2,6.9687592081382
"789",0.99,4,7.00728489694369
"790",0.99,8,6.94764041405231
"791",0.99,16,6.98386519198012
"792",0.99,32,6.93954690711367
