"","round","nPassesPerScan","meanRate"
"1",0,0,0.0408274190677729
"2",0,0.5,0.0347134630582553
"3",0,1,0.0338234964306295
"4",0,2,0.0331288807208174
"5",0,4,0.0321355432556849
"6",0,8,0.0329201254235561
"7",0,16,0.0321525339533731
"8",0,32,0.0335063842115952
"9",1,0,0.0575142639549438
"10",1,0.5,0.0398703476088004
"11",1,1,0.03809964520259
"12",1,2,0.0371899240603394
"13",1,4,0.0375006140839704
"14",1,8,0.0370329711109206
"15",1,16,0.0366137343297569
"16",1,32,0.0378542903772309
"17",2,0,0.0741587142791221
"18",2,0.5,0.0410078001779104
"19",2,1,0.041495449422045
"20",2,2,0.0399880728166835
"21",2,4,0.0393353635487082
"22",2,8,0.039298545635761
"23",2,16,0.0391658096345655
"24",2,32,0.039285826467486
"25",3,0,0.0920525635309633
"26",3,0.5,0.0417082403913034
"27",3,1,0.0412451022030634
"28",3,2,0.0412080579701363
"29",3,4,0.0414396368191162
"30",3,8,0.0417150703705488
"31",3,16,0.0420827231257989
"32",3,32,0.0420846334938086
"33",4,0,0.0958640237767436
"34",4,0.5,0.0420762561189018
"35",4,1,0.0420880362148459
"36",4,2,0.0417308463696364
"37",4,4,0.0420269719781382
"38",4,8,0.0414265584272098
"39",4,16,0.0428204183808092
"40",4,32,0.0412491053790832
"41",5,0,0.098267997679566
"42",5,0.5,0.0424585569790907
"43",5,1,0.0424547143056529
"44",5,2,0.0422685678665298
"45",5,4,0.0417254125712823
"46",5,8,0.0414896013752642
"47",5,16,0.0419977087896748
"48",5,32,0.0416185274764539
"49",6,0,0.0946853863797616
"50",6,0.5,0.0413826169331688
"51",6,1,0.0419442234144604
"52",6,2,0.0416593191349481
"53",6,4,0.0413141194754108
"54",6,8,0.0414443887695103
"55",6,16,0.0418038530196526
"56",6,32,0.0417558777908281
"57",7,0,0.0887821011785805
"58",7,0.5,0.0414273198131179
"59",7,1,0.0411509559625859
"60",7,2,0.0412371105205326
"61",7,4,0.0413203440428041
"62",7,8,0.0414192865469744
"63",7,16,0.0415225083271975
"64",7,32,0.041345809764202
"65",8,0,0.0796380703472696
"66",8,0.5,0.0412964588083617
"67",8,1,0.0414131592717569
"68",8,2,0.0414690411057064
"69",8,4,0.0411438677075183
"70",8,8,0.0410872402577357
"71",8,16,0.0411612141525705
"72",8,32,0.0411362171630645
"73",9,0,0.0708831762222447
"74",9,0.5,0.0411963342572558
"75",9,1,0.0410655504177844
"76",9,2,0.0410691615950303
"77",9,4,0.0410615743231211
"78",9,8,0.0409720626101423
"79",9,16,0.0411193598237411
"80",9,32,0.0411664431539246
"81",10,0,0.0699833462580638
"82",10,0.5,0.0410568760769811
"83",10,1,0.0410798739297544
"84",10,2,0.0410879330897848
"85",10,4,0.0410757250772689
"86",10,8,0.041070495293643
"87",10,16,0.0411292765448347
"88",10,32,0.0411220065563455
"89",11,0,0.0702295074936246
"90",11,0.5,0.0410001366158258
"91",11,1,0.0410157165566681
"92",11,2,0.0410734475583618
"93",11,4,0.0409828681687107
"94",11,8,0.0410419897793798
"95",11,16,0.0410122423538369
"96",11,32,0.0410050475228501
