"","beta","nPassesPerScan","meanRate"
"214",0.27,8,1.77968413671922
"215",0.27,16,1.78596244907631
"216",0.27,32,1.81996416532047
"217",0.28,0,1.76571644084273
"218",0.28,0.5,1.79306213351936
"219",0.28,1,1.7996328487428
"220",0.28,2,1.80082831055096
"221",0.28,4,1.77432760678199
"222",0.28,8,1.79002729897208
"223",0.28,16,1.78684736299948
"224",0.28,32,1.82176680512592
"225",0.29,0,1.76728951645817
"226",0.29,0.5,1.80264988579053
"227",0.29,1,1.80957583569959
"228",0.29,2,1.80743684597845
"229",0.29,4,1.78017498901995
"230",0.29,8,1.79996990044813
"231",0.29,16,1.79039901177587
"232",0.29,32,1.82477254581731
"233",0.3,0,1.76876045541854
"234",0.3,0.5,1.81245034945828
"235",0.3,1,1.81861124361344
"236",0.3,2,1.81380361507819
"237",0.3,4,1.78864696583487
"238",0.3,8,1.81020485441184
"239",0.3,16,1.79686664618547
"240",0.3,32,1.82717578165462
"241",0.31,0,1.77232178332537
"242",0.31,0.5,1.82246352452262
"243",0.31,1,1.82673907248433
"244",0.31,2,1.81992861785019
"245",0.31,4,1.79974353722677
"246",0.31,8,1.82073216086323
"247",0.31,16,1.80625026622829
"248",0.31,32,1.82897651263784
"249",0.32,0,1.77454074174544
"250",0.32,0.5,1.83268941098353
"251",0.32,1,1.83395932231228
"252",0.32,2,1.82581185429445
"253",0.32,4,1.81346470319563
"254",0.32,8,1.83155181980228
"255",0.32,16,1.81854987190433
"256",0.32,32,1.83017473876699
"257",0.33,0,1.77524426418202
"258",0.33,0.5,1.84295156415885
"259",0.33,1,1.84036921926701
"260",0.33,2,1.83144747536885
"261",0.33,4,1.83014403711959
"262",0.33,8,1.84277227520547
"263",0.33,16,1.8338053436973
"264",0.33,32,1.8311499216126
"265",0.34,0,1.77507369619797
"266",0.34,0.5,1.85197735863084
"267",0.34,1,1.84716881195668
"268",0.34,2,1.8357136185138
"269",0.34,4,1.84963429258446
"270",0.34,8,1.85096508293893
"271",0.34,16,1.8526568787605
"272",0.34,32,1.826165677507
"273",0.35,0,1.77209704273592
"274",0.35,0.5,1.86134626164849
"275",0.35,1,1.85304705784938
"276",0.35,2,1.83964348248817
"277",0.35,4,1.86775253405469
"278",0.35,8,1.86026619740755
"279",0.35,16,1.86649733065165
"280",0.35,32,1.81955355971279
"281",0.36,0,1.77127818844055
"282",0.36,0.5,1.87089679856261
"283",0.36,1,1.86179580312315
"284",0.36,2,1.84517985100896
"285",0.36,4,1.8814445277064
"286",0.36,8,1.86915625436914
"287",0.36,16,1.87626062769504
"288",0.36,32,1.82119942835931
"289",0.37,0,1.77333933696885
"290",0.37,0.5,1.88062896937317
"291",0.37,1,1.8734228478492
"292",0.37,2,1.85259166821951
"293",0.37,4,1.89077441946817
"294",0.37,8,1.87763525382367
"295",0.37,16,1.88192323510027
"296",0.37,32,1.83110328344654
"297",0.38,0,1.77623313799681
"298",0.38,0.5,1.89054277408019
"299",0.38,1,1.88792819202753
"300",0.38,2,1.86187893411982
"301",0.38,4,1.89574220934
"302",0.38,8,1.88570319577116
"303",0.38,16,1.88348515286734
"304",0.38,32,1.8492651249745
"305",0.39,0,1.78109828295282
"306",0.39,0.5,1.90064776880022
"307",0.39,1,1.90461466435005
"308",0.39,2,1.8729379960819
"309",0.39,4,1.8963478973219
"310",0.39,8,1.8924613771209
"311",0.39,16,1.88053848773091
"312",0.39,32,1.87552195934017
"313",0.4,0,1.78777727040281
"314",0.4,0.5,1.91017437715134
"315",0.4,1,1.92267108880187
"316",0.4,2,1.883896439484
"317",0.4,4,1.8941062490765
"318",0.4,8,1.90076037062501
"319",0.4,16,1.87283569521334
"320",0.4,32,1.90548549922199
"321",0.41,0,1.79046760155406
"322",0.41,0.5,1.91980880730809
"323",0.41,1,1.94145451137332
"324",0.41,2,1.89063668652291
"325",0.41,4,1.89121295261328
"326",0.41,8,1.90627800363969
"327",0.41,16,1.8710880446233
"328",0.41,32,1.92896113591521
"329",0.42,0,1.79076915303184
"330",0.42,0.5,1.9308073194563
"331",0.42,1,1.95766917287962
"332",0.42,2,1.89920863484162
"333",0.42,4,1.89358471344716
"334",0.42,8,1.91707076520693
"335",0.42,16,1.87562372305471
"336",0.42,32,1.94807848603208
"337",0.43,0,1.7904920164725
"338",0.43,0.5,1.94318219551732
"339",0.43,1,1.97023333461022
"340",0.43,2,1.91013629421916
"341",0.43,4,1.90079891375808
"342",0.43,8,1.93315402257917
"343",0.43,16,1.88822508652914
"344",0.43,32,1.96315373566142
"345",0.44,0,1.78997767568224
"346",0.44,0.5,1.95693343549111
"347",0.44,1,1.97914699656512
"348",0.44,2,1.92341966465552
"349",0.44,4,1.91285555354606
"350",0.44,8,1.95452777575642
"351",0.44,16,1.90889213504657
"352",0.44,32,1.97418688480326
"353",0.45,0,1.79356339072846
"354",0.45,0.5,1.9720610393777
"355",0.45,1,1.98504964596648
"356",0.45,2,1.93905874615071
"357",0.45,4,1.92975463281107
"358",0.45,8,1.98024505226665
"359",0.45,16,1.9375519032662
"360",0.45,32,1.98143400486211
"361",0.46,0,1.80216659283379
"362",0.46,0.5,1.9859971143584
"363",0.46,1,1.98784419865704
"364",0.46,2,1.95261490581039
"365",0.46,4,1.94636589244733
"366",0.46,8,2.00679758528682
"367",0.46,16,1.96561561135859
"368",0.46,32,1.98618980558754
"369",0.47,0,1.80994066673507
"370",0.47,0.5,1.99706177880732
"371",0.47,1,1.9899928469759
"372",0.47,2,1.96475375960946
"373",0.47,4,1.95633794081102
"374",0.47,8,2.03175129020017
"375",0.47,16,1.98563692851783
"376",0.47,32,1.9889806602937
"377",0.48,0,1.81501708004413
"378",0.48,0.5,2.01147216467222
"379",0.48,1,1.99609299722421
"380",0.48,2,1.97964703582888
"381",0.48,4,1.96850769234159
"382",0.48,8,2.05210862291337
"383",0.48,16,2.00595546623418
"384",0.48,32,1.99736562610674
"385",0.49,0,1.81762467200276
"386",0.49,0.5,2.02925652773089
"387",0.49,1,2.00802065247668
"388",0.49,2,1.99769828862989
"389",0.49,4,1.98608430591337
"390",0.49,8,2.06784668637499
"391",0.49,16,2.0247419246647
"392",0.49,32,2.01212512143875
"393",0.5,0,1.81694132598958
"394",0.5,0.5,2.05041486798332
"395",0.5,1,2.02577581273331
"396",0.5,2,2.01890751801247
"397",0.5,4,2.00906778152635
"398",0.5,8,2.07896548058502
"399",0.5,16,2.04199630380939
"400",0.5,32,2.03325914628972
"401",0.51,0,1.81567796709604
"402",0.51,0.5,2.07494718542952
"403",0.51,1,2.04951656571992
"404",0.51,2,2.04327472397664
"405",0.51,4,2.03745811918053
"406",0.51,8,2.08893809843002
"407",0.51,16,2.05781203494258
"408",0.51,32,2.06070007550638
"409",0.52,0,1.81818907830367
"410",0.52,0.5,2.09660510994513
"411",0.52,1,2.07520542238493
"412",0.52,2,2.06764695830458
"413",0.52,4,2.06753341960487
"414",0.52,8,2.09326031462252
"415",0.52,16,2.07440666963968
"416",0.52,32,2.08938474916536
"417",0.53,0,1.81858886812829
"418",0.53,0.5,2.11708938620177
"419",0.53,1,2.09462085418224
"420",0.53,2,2.0894640939359
"421",0.53,4,2.09276631786279
"422",0.53,8,2.09670657565034
"423",0.53,16,2.09114668995313
"424",0.53,32,2.11628207562051
"425",0.54,0,1.81743417473585
"426",0.54,0.5,2.14010568701694
"427",0.54,1,2.11485889319294
"428",0.54,2,2.11153092312512
"429",0.54,4,2.11785536269913
"430",0.54,8,2.10933779826165
"431",0.54,16,2.1128416450512
"432",0.54,32,2.14141712757841
"433",0.55,0,1.81471727260723
"434",0.55,0.5,2.16565401239062
"435",0.55,1,2.13600601763107
"436",0.55,2,2.13418095998391
"437",0.55,4,2.14310523054437
"438",0.55,8,2.13130384410022
"439",0.55,16,2.13905055605862
"440",0.55,32,2.16495912556461
"441",0.56,0,1.80952940614041
"442",0.56,0.5,2.19373436232282
"443",0.56,1,2.15806222749662
"444",0.56,2,2.15741420451226
"445",0.56,4,2.16851592139852
"446",0.56,8,2.16260471316605
"447",0.56,16,2.16977342297539
"448",0.56,32,2.1869080695791
"449",0.57,0,1.80528175506934
"450",0.57,0.5,2.22526062091044
"451",0.57,1,2.17915535354483
"452",0.57,2,2.17807389341518
"453",0.57,4,2.19428154085292
"454",0.57,8,2.20229249020914
"455",0.57,16,2.20206089013085
"456",0.57,32,2.20597218523697
"457",0.58,0,1.80496996107047
"458",0.58,0.5,2.2546408320981
"459",0.58,1,2.19527366954531
"460",0.58,2,2.19568752489605
"461",0.58,4,2.21770892539975
"462",0.58,8,2.23879735158108
"463",0.58,16,2.23334630609946
"464",0.58,32,2.22266301250569
"465",0.59,0,1.80774121755366
"466",0.59,0.5,2.28322505209239
"467",0.59,1,2.21752278973557
"468",0.59,2,2.21974603500079
"469",0.59,4,2.24101524155569
"470",0.59,8,2.27191322617868
"471",0.59,16,2.26366268083091
"472",0.59,32,2.2458191078482
"473",0.6,0,1.81703713688292
"474",0.6,0.5,2.31181452455451
"475",0.6,1,2.2479132687448
"476",0.6,2,2.25079188499857
"477",0.6,4,2.27051248535334
"478",0.6,8,2.30329905976074
"479",0.6,16,2.29170172851935
"480",0.6,32,2.27281929624442
"481",0.61,0,1.82918626095823
"482",0.61,0.5,2.34040924948445
"483",0.61,1,2.286445106573
"484",0.61,2,2.28882507488937
"485",0.61,4,2.30620065679268
"486",0.61,8,2.33295485232724
"487",0.61,16,2.31746344916478
"488",0.61,32,2.30366357769434
"489",0.62,0,1.83680494641052
"490",0.62,0.5,2.37063150088784
"491",0.62,1,2.33132301318958
"492",0.62,2,2.33358835993093
"493",0.62,4,2.34807975587373
"494",0.62,8,2.35935555233616
"495",0.62,16,2.33980274087692
"496",0.62,32,2.33837552437103
"497",0.63,0,1.83789192443556
"498",0.63,0.5,2.39801275031604
"499",0.63,1,2.37418509357108
"500",0.63,2,2.37526598952948
"501",0.63,4,2.39670817308378
"502",0.63,8,2.38820875916368
"503",0.63,16,2.35976372124208
"504",0.63,32,2.36801224445706
"505",0.64,0,1.83293164022792
"506",0.64,0.5,2.42884313527544
"507",0.64,1,2.41301635754017
"508",0.64,2,2.41327370537853
"509",0.64,4,2.44151525367767
"510",0.64,8,2.4181147630948
"511",0.64,16,2.38364424970442
"512",0.64,32,2.3921812876011
"513",0.65,0,1.82439016108589
"514",0.65,0.5,2.46272727379378
"515",0.65,1,2.45133712509891
"516",0.65,2,2.45264210011896
"517",0.65,4,2.4788537172512
"518",0.65,8,2.45021075375675
"519",0.65,16,2.4184308531387
"520",0.65,32,2.42400207083449
"521",0.66,0,1.81640781352384
"522",0.66,0.5,2.49966516587107
"523",0.66,1,2.48914739624725
"524",0.66,2,2.49337117375076
"525",0.66,4,2.50871866466756
"526",0.66,8,2.48449673114952
"527",0.66,16,2.46412353154494
"528",0.66,32,2.46382192430103
"529",0.67,0,1.81378952596155
"530",0.67,0.5,2.5393906019821
"531",0.67,1,2.52632851645468
"532",0.67,2,2.53674085334617
"533",0.67,4,2.53116390199173
"534",0.67,8,2.52006191378077
"535",0.67,16,2.52167829208597
"536",0.67,32,2.51045082208929
"537",0.68,0,1.81434231788411
"538",0.68,0.5,2.58371129368965
"539",0.68,1,2.57160311644209
"540",0.68,2,2.58844253134062
"541",0.68,4,2.55005116116059
"542",0.68,8,2.56147135609095
"543",0.68,16,2.58242976542458
"544",0.68,32,2.56070220698044
"545",0.69,0,1.81593313728318
"546",0.69,0.5,2.6253865926869
"547",0.69,1,2.61417508635653
"548",0.69,2,2.63163630271782
"549",0.69,4,2.57733728500258
"550",0.69,8,2.60210767361187
"551",0.69,16,2.63365216919039
"552",0.69,32,2.6114681545419
"553",0.7,0,1.81583441459227
"554",0.7,0.5,2.66285009541158
"555",0.7,1,2.65189594267452
"556",0.7,2,2.66908882190415
"557",0.7,4,2.61515237671425
"558",0.7,8,2.63854176238229
"559",0.7,16,2.67304626684503
"560",0.7,32,2.66177892537925
"561",0.71,0,1.8128009335184
"562",0.71,0.5,2.69607171084829
"563",0.71,1,2.68476568539605
"564",0.71,2,2.70080008889961
"565",0.71,4,2.66349643629561
"566",0.71,8,2.67077362240223
"567",0.71,16,2.70061205838851
"568",0.71,32,2.71163451949249
"569",0.72,0,1.80651812813157
"570",0.72,0.5,2.7274224714687
"571",0.72,1,2.71815654853712
"572",0.72,2,2.73101464580467
"573",0.72,4,2.71986342653044
"574",0.72,8,2.69958861833302
"575",0.72,16,2.72417516798262
"576",0.72,32,2.76760248137499
"577",0.73,0,1.79980238945398
"578",0.73,0.5,2.76149862224442
"579",0.73,1,2.75668106994475
"580",0.73,2,2.77752884800494
"581",0.73,4,2.78093650780729
"582",0.73,8,2.73120653173014
"583",0.73,16,2.75568507973112
"584",0.73,32,2.82728517159781
"585",0.74,0,1.79569809497456
"586",0.74,0.5,2.7949936981652
"587",0.74,1,2.79249953457174
"588",0.74,2,2.82181460289617
"589",0.74,4,2.82820446780156
"590",0.74,8,2.76665033283158
"591",0.74,16,2.791167894919
"592",0.74,32,2.86789857518629
"593",0.75,0,1.78969149179027
"594",0.75,0.5,2.82790769923104
"595",0.75,1,2.82532598975882
"596",0.75,2,2.86065126017716
"597",0.75,4,2.86016935025775
"598",0.75,8,2.80593169197301
"599",0.75,16,2.83071707460736
"600",0.75,32,2.88484579869778
"601",0.76,0,1.78284595657841
"602",0.76,0.5,2.86315656209389
"603",0.76,1,2.85893750253193
"604",0.76,2,2.89644141059315
"605",0.76,4,2.87857787449773
"606",0.76,8,2.85388883684288
"607",0.76,16,2.87299937503953
"608",0.76,32,2.88386319706074
"609",0.77,0,1.7758683518912
"610",0.77,0.5,2.89782469608202
"611",0.77,1,2.90113246108448
"612",0.77,2,2.93275473100162
"613",0.77,4,2.90728105888922
"614",0.77,8,2.90919828498891
"615",0.77,16,2.92204538380958
"616",0.77,32,2.8929724425366
"617",0.78,0,1.76902737598553
"618",0.78,0.5,2.93416482884706
"619",0.78,1,2.93087297861221
"620",0.78,2,2.95979641863387
"621",0.78,4,2.93740308225503
"622",0.78,8,2.94660233903011
"623",0.78,16,2.95912875400287
"624",0.78,32,2.91564151922081
"625",0.79,0,1.76443285806719
"626",0.79,0.5,2.97272617971046
"627",0.79,1,2.94789407929312
"628",0.79,2,2.97763524965471
"629",0.79,4,2.96573581010872
"630",0.79,8,2.96328567572497
"631",0.79,16,2.98275022569614
"632",0.79,32,2.9428161632972
"633",0.8,0,1.75910021651196
"634",0.8,0.5,3.01905974369389
"635",0.8,1,2.95453928853742
"636",0.8,2,2.98907657522065
"637",0.8,4,2.99279429824574
"638",0.8,8,2.96090457365226
"639",0.8,16,2.99877966250153
"640",0.8,32,2.97267778462579
"641",0.81,0,1.75169458742929
"642",0.81,0.5,3.07604411191946
"643",0.81,1,2.97894365462595
"644",0.81,2,3.02192101596082
"645",0.81,4,3.03596765501378
"646",0.81,8,2.9651338365443
"647",0.81,16,3.02302404042525
"648",0.81,32,2.99086145388977
"649",0.82,0,1.74276450469067
"650",0.82,0.5,3.10460663096502
"651",0.82,1,3.00041976098785
"652",0.82,2,3.04905886896994
"653",0.82,4,3.0682082095015
"654",0.82,8,2.9831948837018
"655",0.82,16,3.04359440035686
"656",0.82,32,3.0090037816207
"657",0.83,0,1.73390830275584
"658",0.83,0.5,3.10355398751677
"659",0.83,1,3.01560148063122
"660",0.83,2,3.06461158360747
"661",0.83,4,3.08045142422185
"662",0.83,8,3.01388467617117
"663",0.83,16,3.06016137179476
"664",0.83,32,3.02942460617465
"665",0.84,0,1.72734990060658
"666",0.84,0.5,3.09248359391296
"667",0.84,1,3.02607797420283
"668",0.84,2,3.06947277321767
"669",0.84,4,3.07593328331072
"670",0.84,8,3.06153758597309
"671",0.84,16,3.08312170889959
"672",0.84,32,3.05982972108053
"673",0.85,0,1.71898901656235
"674",0.85,0.5,3.09845377796541
"675",0.85,1,3.04113719752685
"676",0.85,2,3.08498737898452
"677",0.85,4,3.08256200595748
"678",0.85,8,3.11971892589752
"679",0.85,16,3.11625050576079
"680",0.85,32,3.10608197473949
"681",0.86,0,1.70793957865155
"682",0.86,0.5,3.09218979919369
"683",0.86,1,3.04966001539829
"684",0.86,2,3.08412432002818
"685",0.86,4,3.08112032399459
"686",0.86,8,3.13777584967041
"687",0.86,16,3.1221904119114
"688",0.86,32,3.12179746374076
"689",0.87,0,1.69420959924965
"690",0.87,0.5,3.07338460387558
"691",0.87,1,3.05039460207267
"692",0.87,2,3.06332262838977
"693",0.87,4,3.06312694508676
"694",0.87,8,3.11165299784758
"695",0.87,16,3.10068054393184
"696",0.87,32,3.10537643414795
"697",0.88,0,1.67910259870633
"698",0.88,0.5,3.05904194320985
"699",0.88,1,3.05302534063302
"700",0.88,2,3.03275213347065
"701",0.88,4,3.03639257208598
"702",0.88,8,3.05909537104593
"703",0.88,16,3.07480108277284
"704",0.88,32,3.077606937747
"705",0.89,0,1.66663561993763
"706",0.89,0.5,3.04799443876249
"707",0.89,1,3.06804973884051
"708",0.89,2,3.011124875456
"709",0.89,4,3.01470076459807
"710",0.89,8,3.03131345053885
"711",0.89,16,3.06128480773718
"712",0.89,32,3.07253784716972
"713",0.9,0,1.65259716223604
"714",0.9,0.5,3.02361937005992
"715",0.9,1,3.05784681401769
"716",0.9,2,2.99447168718984
"717",0.9,4,2.99380987155293
"718",0.9,8,3.00940290189664
"719",0.9,16,3.03513218129156
"720",0.9,32,3.0542253025769
"721",0.91,0,1.63722699820629
"722",0.91,0.5,2.98591673710216
"723",0.91,1,3.02241656616452
"724",0.91,2,2.98436020837591
"725",0.91,4,2.97375436722488
"726",0.91,8,2.99335092485506
"727",0.91,16,2.99574801117445
"728",0.91,32,3.02177224573444
"729",0.92,0,1.621439953066
"730",0.92,0.5,2.94631217538531
"731",0.92,1,2.98297622707413
"732",0.92,2,2.99430334563065
"733",0.92,4,2.96445007925758
"734",0.92,8,2.99378392723637
"735",0.92,16,2.95849906625415
"736",0.92,32,2.98960992454036
"737",0.93,0,1.60419612825585
"738",0.93,0.5,2.91583683314558
"739",0.93,1,2.95824520077737
"740",0.93,2,3.006037800951
"741",0.93,4,2.96141624469864
"742",0.93,8,2.9903596163832
"743",0.93,16,2.921269501621
"744",0.93,32,2.96444302078711
"745",0.94,0,1.58429889009981
"746",0.94,0.5,2.87998458818691
"747",0.94,1,2.92076342494137
"748",0.94,2,2.97590716425663
"749",0.94,4,2.93288346002601
"750",0.94,8,2.95970348224862
"751",0.94,16,2.88140979593734
"752",0.94,32,2.92875825867463
"753",0.95,0,1.56270962899519
"754",0.95,0.5,2.83875544050932
"755",0.95,1,2.87053089956614
"756",0.95,2,2.90319260106876
"757",0.95,4,2.87885172523968
"758",0.95,8,2.90181552483262
"759",0.95,16,2.83891994920317
"760",0.95,32,2.88255563820292
"761",0.96,0,1.54735614401232
"762",0.96,0.5,2.78495400593067
"763",0.96,1,2.80370286185034
"764",0.96,2,2.79256116404201
"765",0.96,4,2.79936348130961
"766",0.96,8,2.81595874445556
"767",0.96,16,2.78875060493919
"768",0.96,32,2.82212068863575
"769",0.97,0,1.53853052870274
"770",0.97,0.5,2.73131196051664
"771",0.97,1,2.7409732020778
"772",0.97,2,2.70478406803535
"773",0.97,4,2.73181514592233
"774",0.97,8,2.74447390386835
"775",0.97,16,2.73962986599104
"776",0.97,32,2.76539158221583
"777",0.98,0,1.53623278306645
"778",0.98,0.5,2.70377328676482
"779",0.98,1,2.70876570052548
"780",0.98,2,2.65964786106297
"781",0.98,4,2.69700085520372
"782",0.98,8,2.70776151146238
"783",0.98,16,2.71477984240229
"784",0.98,32,2.73638452625679
"785",0.99,0,1.54046290710345
"786",0.99,0.5,2.70233798467525
"787",0.99,1,2.7070803571934
"788",0.99,2,2.65715254312484
"789",0.99,4,2.69492060915376
"790",0.99,8,2.70582156723769
"791",0.99,16,2.71420053417294
"792",0.99,32,2.73509952075859
