"","beta","nPassesPerScan","meanRate"
"448",0.56,32,2.5787202812125
"449",0.57,0,1.8490281275516
"450",0.57,0.5,2.61630162277792
"451",0.57,1,2.61609709978904
"452",0.57,2,2.62157488610466
"453",0.57,4,2.65565008848409
"454",0.57,8,2.6664901513951
"455",0.57,16,2.63372899301429
"456",0.57,32,2.60405658997839
"457",0.58,0,1.83579620792065
"458",0.58,0.5,2.6455053508693
"459",0.58,1,2.64828986819196
"460",0.58,2,2.65486478482391
"461",0.58,4,2.68791764746145
"462",0.58,8,2.70003168176971
"463",0.58,16,2.66237259120957
"464",0.58,32,2.63929853458653
"465",0.59,0,1.82744186859311
"466",0.59,0.5,2.67874639784388
"467",0.59,1,2.68285828281625
"468",0.59,2,2.68966140353602
"469",0.59,4,2.71471958236899
"470",0.59,8,2.72240666991318
"471",0.59,16,2.68579012401876
"472",0.59,32,2.68374439184482
"473",0.6,0,1.82397217692706
"474",0.6,0.5,2.72102314014561
"475",0.6,1,2.72186345928061
"476",0.6,2,2.72956906897725
"477",0.6,4,2.73917176518498
"478",0.6,8,2.7438413093533
"479",0.6,16,2.70420803686104
"480",0.6,32,2.73442464839329
"481",0.61,0,1.82563781337143
"482",0.61,0.5,2.76805939705071
"483",0.61,1,2.77502977327575
"484",0.61,2,2.76908553474107
"485",0.61,4,2.77539476330168
"486",0.61,8,2.77517875881633
"487",0.61,16,2.72389862290529
"488",0.61,32,2.7841551847185
"489",0.62,0,1.82810452683962
"490",0.62,0.5,2.80864116024756
"491",0.62,1,2.81660915402319
"492",0.62,2,2.80519279342358
"493",0.62,4,2.80952540310958
"494",0.62,8,2.80640514466727
"495",0.62,16,2.75500074947948
"496",0.62,32,2.82286384324837
"497",0.63,0,1.83182543950584
"498",0.63,0.5,2.84203954900506
"499",0.63,1,2.84255218337466
"500",0.63,2,2.83761278091745
"501",0.63,4,2.84047131122492
"502",0.63,8,2.83702435439507
"503",0.63,16,2.79640285678045
"504",0.63,32,2.85075277948813
"505",0.64,0,1.82990315028769
"506",0.64,0.5,2.86740938285173
"507",0.64,1,2.85286050136695
"508",0.64,2,2.8681792833176
"509",0.64,4,2.86861647113485
"510",0.64,8,2.86737361086634
"511",0.64,16,2.8490378540555
"512",0.64,32,2.87171224478376
"513",0.65,0,1.82161087597603
"514",0.65,0.5,2.89757460021999
"515",0.65,1,2.85899261671401
"516",0.65,2,2.90752704411323
"517",0.65,4,2.89860820124348
"518",0.65,8,2.90632163888418
"519",0.65,16,2.908270055877
"520",0.65,32,2.9005171670929
"521",0.66,0,1.80837423501023
"522",0.66,0.5,2.92678839094494
"523",0.66,1,2.87582647676094
"524",0.66,2,2.94220582940144
"525",0.66,4,2.92761403968328
"526",0.66,8,2.93895677408347
"527",0.66,16,2.95482341405686
"528",0.66,32,2.92772814040025
"529",0.67,0,1.79232230665594
"530",0.67,0.5,2.95054417018066
"531",0.67,1,2.89727835399463
"532",0.67,2,2.9680459653929
"533",0.67,4,2.95080297372904
"534",0.67,8,2.96251819417596
"535",0.67,16,2.98358081833933
"536",0.67,32,2.94754867205574
"537",0.68,0,1.77889947046345
"538",0.68,0.5,2.97153702439465
"539",0.68,1,2.92334824841511
"540",0.68,2,2.98582140781993
"541",0.68,4,2.96818083078481
"542",0.68,8,2.97731214139259
"543",0.68,16,2.99521896978805
"544",0.68,32,2.96034364437299
"545",0.69,0,1.77312076801368
"546",0.69,0.5,2.99518955253035
"547",0.69,1,2.95900305071128
"548",0.69,2,3.0071460653777
"549",0.69,4,2.99703768489633
"550",0.69,8,2.99651514433507
"551",0.69,16,3.0149022596182
"552",0.69,32,2.97746059032811
"553",0.7,0,1.77443520282259
"554",0.7,0.5,3.02112506402842
"555",0.7,1,2.98757031711313
"556",0.7,2,3.03233698619448
"557",0.7,4,3.02004402285253
"558",0.7,8,3.01608774997838
"559",0.7,16,3.04105647325517
"560",0.7,32,2.99539057653844
"561",0.71,0,1.78116708288756
"562",0.71,0.5,3.03425104719547
"563",0.71,1,3.00343961302814
"564",0.71,2,3.04864901544356
"565",0.71,4,3.02928587731535
"566",0.71,8,3.02812357253328
"567",0.71,16,3.05293561845081
"568",0.71,32,3.01189935121911
"569",0.72,0,1.78512665027622
"570",0.72,0.5,3.03703382055738
"571",0.72,1,3.0066109384563
"572",0.72,2,3.05677759744421
"573",0.72,4,3.02476324828476
"574",0.72,8,3.0326230377045
"575",0.72,16,3.0505396952051
"576",0.72,32,3.02699135398315
"577",0.73,0,1.78512450366193
"578",0.73,0.5,3.04294701673905
"579",0.73,1,3.00972553122251
"580",0.73,2,3.07298810411243
"581",0.73,4,3.02454888274918
"582",0.73,8,3.05098052774343
"583",0.73,16,3.04651120409295
"584",0.73,32,3.05680006647978
"585",0.74,0,1.78250680701357
"586",0.74,0.5,3.05084111403256
"587",0.74,1,3.02278844208228
"588",0.74,2,3.08652488064543
"589",0.74,4,3.03215035323545
"590",0.74,8,3.06585510298042
"591",0.74,16,3.04745306013391
"592",0.74,32,3.07859022919339
"593",0.75,0,1.77851059351019
"594",0.75,0.5,3.04583218065995
"595",0.75,1,3.02409155932716
"596",0.75,2,3.08198234712657
"597",0.75,4,3.03067073710728
"598",0.75,8,3.06484571322331
"599",0.75,16,3.04413305659265
"600",0.75,32,3.08031924294823
"601",0.76,0,1.77689687165177
"602",0.76,0.5,3.02776836237584
"603",0.76,1,3.01363488295712
"604",0.76,2,3.06024206220278
"605",0.76,4,3.02011003436467
"606",0.76,8,3.04868423187625
"607",0.76,16,3.03655119346916
"608",0.76,32,3.0623750850376
"609",0.77,0,1.77689282525925
"610",0.77,0.5,3.01005909744846
"611",0.77,1,2.99969276253526
"612",0.77,2,3.05184510958546
"613",0.77,4,3.00236787578211
"614",0.77,8,3.04408344158568
"615",0.77,16,3.04016494291257
"616",0.77,32,3.05520922143096
"617",0.78,0,1.77920009981621
"618",0.78,0.5,3.00201688243262
"619",0.78,1,2.99299747539832
"620",0.78,2,3.03977195229938
"621",0.78,4,2.99131453084933
"622",0.78,8,3.03740121813558
"623",0.78,16,3.04824077240537
"624",0.78,32,3.04726901528041
"625",0.79,0,1.78185480821199
"626",0.79,0.5,2.98905912643786
"627",0.79,1,2.9805644426748
"628",0.79,2,3.01066571543493
"629",0.79,4,2.98188992696456
"630",0.79,8,3.01421397653788
"631",0.79,16,3.03494457031278
"632",0.79,32,3.02044079785555
"633",0.8,0,1.78661924649009
"634",0.8,0.5,2.97048504121635
"635",0.8,1,2.96199423540122
"636",0.8,2,2.96452639899211
"637",0.8,4,2.972998694848
"638",0.8,8,2.97452171679258
"639",0.8,16,3.00027633663474
"640",0.8,32,2.97472456915634
"641",0.81,0,1.79187220435302
"642",0.81,0.5,2.95347808857552
"643",0.81,1,2.94753055421771
"644",0.81,2,2.92400077922426
"645",0.81,4,2.97818845683241
"646",0.81,8,2.93646300661488
"647",0.81,16,2.95566065251704
"648",0.81,32,2.93142896326587
"649",0.82,0,1.79725304185569
"650",0.82,0.5,2.93913209278763
"651",0.82,1,2.93996241595578
"652",0.82,2,2.88872766719958
"653",0.82,4,2.97993907326345
"654",0.82,8,2.90734692117909
"655",0.82,16,2.92534888910568
"656",0.82,32,2.90064556078806
"657",0.83,0,1.80305097790408
"658",0.83,0.5,2.9081952619048
"659",0.83,1,2.91454156238406
"660",0.83,2,2.8543194355622
"661",0.83,4,2.9525297006059
"662",0.83,8,2.87197030244483
"663",0.83,16,2.88654384020996
"664",0.83,32,2.86780425228674
"665",0.84,0,1.80821066384645
"666",0.84,0.5,2.85934827110181
"667",0.84,1,2.87032354418098
"668",0.84,2,2.82077608431211
"669",0.84,4,2.89583838094739
"670",0.84,8,2.83033315041209
"671",0.84,16,2.83924550582993
"672",0.84,32,2.83285074931853
"673",0.85,0,1.81123845084549
"674",0.85,0.5,2.80489228527092
"675",0.85,1,2.81346626088966
"676",0.85,2,2.79219974532496
"677",0.85,4,2.82014474893375
"678",0.85,8,2.78468729057264
"679",0.85,16,2.78685399683402
"680",0.85,32,2.79767816169939
"681",0.86,0,1.81149426976648
"682",0.86,0.5,2.76641945660687
"683",0.86,1,2.77734427624834
"684",0.86,2,2.77442482384742
"685",0.86,4,2.77680116628595
"686",0.86,8,2.74779075158756
"687",0.86,16,2.75326250359167
"688",0.86,32,2.77212685113954
"689",0.87,0,1.80509495699363
"690",0.87,0.5,2.7235538411956
"691",0.87,1,2.73685872040706
"692",0.87,2,2.74295256836268
"693",0.87,4,2.73083385341434
"694",0.87,8,2.70873909995107
"695",0.87,16,2.71413448747021
"696",0.87,32,2.73666944612703
"697",0.88,0,1.8018327535993
"698",0.88,0.5,2.67373779218719
"699",0.88,1,2.68998054417018
"700",0.88,2,2.69731934732115
"701",0.88,4,2.68061578994223
"702",0.88,8,2.66766609994956
"703",0.88,16,2.66745747155747
"704",0.88,32,2.6881702825459
"705",0.89,0,1.8013927496973
"706",0.89,0.5,2.61778900850925
"707",0.89,1,2.63708926052547
"708",0.89,2,2.6375251607228
"709",0.89,4,2.62614583343093
"710",0.89,8,2.62457175158304
"711",0.89,16,2.61323145585346
"712",0.89,32,2.62662936039618
"713",0.9,0,1.80378539712509
"714",0.9,0.5,2.56999800277648
"715",0.9,1,2.592052439652
"716",0.9,2,2.58403995283767
"717",0.9,4,2.57107295949032
"718",0.9,8,2.59673192582412
"719",0.9,16,2.55357979457342
"720",0.9,32,2.57375222636376
"721",0.91,0,1.80960709237361
"722",0.91,0.5,2.52358392999589
"723",0.91,1,2.55066364565982
"724",0.91,2,2.53933432841258
"725",0.91,4,2.51853216430039
"726",0.91,8,2.56429583400284
"727",0.91,16,2.5018012660967
"728",0.91,32,2.52717726583122
"729",0.92,0,1.81533115173306
"730",0.92,0.5,2.47120545224418
"731",0.92,1,2.50108701744133
"732",0.92,2,2.48693330842293
"733",0.92,4,2.46390383109306
"734",0.92,8,2.51572307233263
"735",0.92,16,2.45140031560914
"736",0.92,32,2.47412169507598
"737",0.93,0,1.82062458015033
"738",0.93,0.5,2.41286256952132
"739",0.93,1,2.44332255499652
"740",0.93,2,2.42683689286875
"741",0.93,4,2.40718795986835
"742",0.93,8,2.45101364081352
"743",0.93,16,2.40237694311073
"744",0.93,32,2.41458551409803
"745",0.94,0,1.82208532127705
"746",0.94,0.5,2.3485191060216
"747",0.94,1,2.37737025832539
"748",0.94,2,2.35904508175001
"749",0.94,4,2.34840462109157
"750",0.94,8,2.37047971435276
"751",0.94,16,2.35473114860147
"752",0.94,32,2.34856872289739
"753",0.95,0,1.82362333609271
"754",0.95,0.5,2.26765040786561
"755",0.95,1,2.2919168514654
"756",0.95,2,2.27055193930402
"757",0.95,4,2.27571688829761
"758",0.95,8,2.27738681703646
"759",0.95,16,2.28987930887833
"760",0.95,32,2.25990413401689
"761",0.96,0,1.82696386680713
"762",0.96,0.5,2.198326856179
"763",0.96,1,2.21990012606417
"764",0.96,2,2.19501084942095
"765",0.96,4,2.21288747713298
"766",0.96,8,2.19765146478005
"767",0.96,16,2.23171913446981
"768",0.96,32,2.1849697225231
"769",0.97,0,1.83319819181075
"770",0.97,0.5,2.15562922171511
"771",0.97,1,2.17538076549703
"772",0.97,2,2.14828146862377
"773",0.97,4,2.17434933047989
"774",0.97,8,2.14835531572484
"775",0.97,16,2.19574144956773
"776",0.97,32,2.13861315527642
"777",0.98,0,1.83664141316939
"778",0.98,0.5,2.13955750447395
"779",0.98,1,2.15835876976401
"780",0.98,2,2.13036379691246
"781",0.98,4,2.16010244833833
"782",0.98,8,2.12949836987082
"783",0.98,16,2.18194625417209
"784",0.98,32,2.12083443227682
"785",0.99,0,1.83729353088305
"786",0.99,0.5,2.15011170445551
"787",0.99,1,2.16883413886507
"788",0.99,2,2.14125783428702
"789",0.99,4,2.17014683070828
"790",0.99,8,2.14108062721798
"791",0.99,16,2.19033354828288
"792",0.99,32,2.13163355352433
