"","beta","nPassesPerScan","meanRate"
"221",0.28,4,1.14156748697542
"222",0.28,8,1.16090183156319
"223",0.28,16,1.15281667339407
"224",0.28,32,1.15269614302862
"225",0.29,0,0.774027346799762
"226",0.29,0.5,1.11198356390187
"227",0.29,1,1.10272907338454
"228",0.29,2,1.1124415156527
"229",0.29,4,1.09552316264628
"230",0.29,8,1.11497744474415
"231",0.29,16,1.10592511357117
"232",0.29,32,1.10698305041018
"233",0.3,0,0.756275208360301
"234",0.3,0.5,1.06778271058268
"235",0.3,1,1.06032578924603
"236",0.3,2,1.06950419133957
"237",0.3,4,1.05186409374505
"238",0.3,8,1.07128657212528
"239",0.3,16,1.06140921297819
"240",0.3,32,1.06353715274457
"241",0.31,0,0.739565836742928
"242",0.31,0.5,1.02591127729471
"243",0.31,1,1.02010510289956
"244",0.31,2,1.02875511782044
"245",0.31,4,1.01059028027172
"246",0.31,8,1.02982921370657
"247",0.31,16,1.01926897161513
"248",0.31,32,1.02235845003181
"249",0.32,0,0.709598618121301
"250",0.32,0.5,0.986369264037974
"251",0.32,1,0.98206701434512
"252",0.32,2,0.990194295095301
"253",0.32,4,0.971701722226282
"254",0.32,8,0.990605369488032
"255",0.32,16,0.979504389482
"256",0.32,32,0.983446942271902
"257",0.33,0,0.67841064092533
"258",0.33,0.5,0.949156670812462
"259",0.33,1,0.946211523582716
"260",0.33,2,0.953821723164164
"261",0.33,4,0.935198419608754
"262",0.33,8,0.953615039469658
"263",0.33,16,0.942115466578787
"264",0.33,32,0.94680262946484
"265",0.34,0,0.64944905203407
"266",0.34,0.5,0.914273497618181
"267",0.34,1,0.912538630612344
"268",0.34,2,0.919637402027015
"269",0.34,4,0.901080372419124
"270",0.34,8,0.918858223651444
"271",0.34,16,0.907102202905498
"272",0.34,32,0.912425511610624
"273",0.35,0,0.622713851447515
"274",0.35,0.5,0.881719744455129
"275",0.35,1,0.881048335434011
"276",0.35,2,0.887641331683863
"277",0.35,4,0.869347580657398
"278",0.35,8,0.8863349220334
"279",0.35,16,0.87446459846213
"280",0.35,32,0.88031558870926
"281",0.36,0,0.598205039165665
"282",0.36,0.5,0.851495411323305
"283",0.36,1,0.851740638047706
"284",0.36,2,0.857833512134707
"285",0.36,4,0.840000044323568
"286",0.36,8,0.856045134615522
"287",0.36,16,0.844202653248684
"288",0.36,32,0.850472860760737
"289",0.37,0,0.575922615188521
"290",0.37,0.5,0.823600498222706
"291",0.37,1,0.824615538453439
"292",0.37,2,0.830213943379552
"293",0.37,4,0.813037763417643
"294",0.37,8,0.827988861397808
"295",0.37,16,0.816316367265161
"296",0.37,32,0.822897327765065
"297",0.38,0,0.555866579516085
"298",0.38,0.5,0.798035005153334
"299",0.38,1,0.799673036651205
"300",0.38,2,0.804782625418384
"301",0.38,4,0.78846073793962
"302",0.38,8,0.802166102380258
"303",0.38,16,0.790805740511555
"304",0.38,32,0.797588989722239
"305",0.39,0,0.534925325214372
"306",0.39,0.5,0.774798932115196
"307",0.39,1,0.776913132641004
"308",0.39,2,0.781539558251214
"309",0.39,4,0.766268967889492
"310",0.39,8,0.778576857562874
"311",0.39,16,0.767670772987876
"312",0.39,32,0.774547846632262
"313",0.4,0,0.51452131446822
"314",0.4,0.5,0.75389227910828
"315",0.4,1,0.756335826422836
"316",0.4,2,0.76048474187804
"317",0.4,4,0.746462453267271
"318",0.4,8,0.757221126945658
"319",0.4,16,0.746911464694116
"320",0.4,32,0.753773898495134
"321",0.41,0,0.495739445005133
"322",0.41,0.5,0.735315046132594
"323",0.41,1,0.737941117996705
"324",0.41,2,0.741618176298863
"325",0.41,4,0.729041194072947
"326",0.41,8,0.738098910528601
"327",0.41,16,0.728527815630282
"328",0.41,32,0.735267145310846
"329",0.42,0,0.478579716825105
"330",0.42,0.5,0.719067233188137
"331",0.42,1,0.721729007362611
"332",0.42,2,0.724939861513676
"333",0.42,4,0.714005190306525
"334",0.42,8,0.721210208311713
"335",0.42,16,0.712519825796365
"336",0.42,32,0.719027587079412
"337",0.43,0,0.463042129928139
"338",0.43,0.5,0.705148840274908
"339",0.43,1,0.707699494520548
"340",0.43,2,0.710449797522487
"341",0.43,4,0.701354441968006
"342",0.43,8,0.706555020294992
"343",0.43,16,0.698887495192372
"344",0.43,32,0.705055223800821
"345",0.44,0,0.449126684314235
"346",0.44,0.5,0.693559867392905
"347",0.44,1,0.695852579470515
"348",0.44,2,0.698147984325294
"349",0.44,4,0.691088949057387
"350",0.44,8,0.694133346478432
"351",0.44,16,0.687630823818301
"352",0.44,32,0.693350055475079
"353",0.45,0,0.436833379983394
"354",0.45,0.5,0.684300314542134
"355",0.45,1,0.686188262212523
"356",0.45,2,0.688034421922097
"357",0.45,4,0.683208711574669
"358",0.45,8,0.683945186862044
"359",0.45,16,0.678749811674153
"360",0.45,32,0.683912082102185
"361",0.46,0,0.426162216935611
"362",0.46,0.5,0.677370181722587
"363",0.46,1,0.678706542746563
"364",0.46,2,0.680109110312893
"365",0.46,4,0.67771372951985
"366",0.46,8,0.675990541445813
"367",0.46,16,0.672244458759927
"368",0.46,32,0.676741303682138
"369",0.47,0,0.417113195170892
"370",0.47,0.5,0.671659723381436
"371",0.47,1,0.672737777245608
"372",0.47,2,0.674372049497685
"373",0.47,4,0.673084478324934
"374",0.47,8,0.670269410229751
"375",0.47,16,0.668048456418614
"376",0.47,32,0.671752151563091
"377",0.48,0,0.409686314689234
"378",0.48,0.5,0.666300601396626
"379",0.48,1,0.665739859026361
"380",0.48,2,0.667267681527663
"381",0.48,4,0.665638183607015
"382",0.48,8,0.665485963301609
"383",0.48,16,0.664703523013126
"384",0.48,32,0.666239196698838
"385",0.49,0,0.403881575490636
"386",0.49,0.5,0.658298897723519
"387",0.49,1,0.658005484676383
"388",0.49,2,0.656310139573055
"389",0.49,4,0.654289405485414
"390",0.49,8,0.656913644928158
"391",0.49,16,0.657267244338665
"392",0.49,32,0.660184986421159
"393",0.5,0,0.399698977575101
"394",0.5,0.5,0.644373236301901
"395",0.5,1,0.645782484816772
"396",0.5,2,0.64281863405312
"397",0.5,4,0.639604724484272
"398",0.5,8,0.645537521185578
"399",0.5,16,0.644061705922802
"400",0.5,32,0.649403177463709
"401",0.51,0,0.393007155064666
"402",0.51,0.5,0.628520940732202
"403",0.51,1,0.62948619697409
"404",0.51,2,0.627399249831258
"405",0.51,4,0.622820983493092
"406",0.51,8,0.631728212293435
"407",0.51,16,0.62754005882334
"408",0.51,32,0.632943262336157
"409",0.52,0,0.38344364409115
"410",0.52,0.5,0.611769824175087
"411",0.52,1,0.612808639991077
"412",0.52,2,0.612547725930482
"413",0.52,4,0.606557783506893
"414",0.52,8,0.61760818210759
"415",0.52,16,0.610893684335583
"416",0.52,32,0.616205316814575
"417",0.53,0,0.369285532620975
"418",0.53,0.5,0.595552546436862
"419",0.53,1,0.596661810481577
"420",0.53,2,0.596076786042761
"421",0.53,4,0.590815124525681
"422",0.53,8,0.601079682744014
"423",0.53,16,0.594777098543073
"424",0.53,32,0.599998335522582
"425",0.54,0,0.355634139261185
"426",0.54,0.5,0.579869107517526
"427",0.54,1,0.581045708445596
"428",0.54,2,0.580005853614146
"429",0.54,4,0.575593006549452
"430",0.54,8,0.585091349340647
"431",0.54,16,0.579190301445811
"432",0.54,32,0.584322318460174
"433",0.55,0,0.342489464011783
"434",0.55,0.5,0.564719507417078
"435",0.55,1,0.565960333883132
"436",0.55,2,0.564481248366298
"437",0.55,4,0.560891429578207
"438",0.55,8,0.569643181897484
"439",0.55,16,0.564133293043797
"440",0.55,32,0.569177265627351
"441",0.56,0,0.329851506872766
"442",0.56,0.5,0.550103746135523
"443",0.56,1,0.551405686794185
"444",0.56,2,0.549502970299219
"445",0.56,4,0.546710393611948
"446",0.56,8,0.55473518041453
"447",0.56,16,0.549606073337028
"448",0.56,32,0.554563177024116
"449",0.57,0,0.317720267844136
"450",0.57,0.5,0.536021823672858
"451",0.57,1,0.537381767178753
"452",0.57,2,0.535071019412906
"453",0.57,4,0.533049898650671
"454",0.57,8,0.540367344891785
"455",0.57,16,0.535608642325508
"456",0.57,32,0.540480052650466
"457",0.58,0,0.306095746925892
"458",0.58,0.5,0.52247374002908
"459",0.58,1,0.523888575036838
"460",0.58,2,0.521185395707361
"461",0.58,4,0.519909944694378
"462",0.58,8,0.526539675329244
"463",0.58,16,0.522141000009233
"464",0.58,32,0.526927892506403
"465",0.59,0,0.294977944118035
"466",0.59,0.5,0.509459495204194
"467",0.59,1,0.51092611036844
"468",0.59,2,0.507846099182587
"469",0.59,4,0.507290531743069
"470",0.59,8,0.513252171726912
"471",0.59,16,0.509203146388208
"472",0.59,32,0.513906696591927
"473",0.6,0,0.284366859420564
"474",0.6,0.5,0.496979089198197
"475",0.6,1,0.49849437317356
"476",0.6,2,0.495053129838576
"477",0.6,4,0.495191659796746
"478",0.6,8,0.500504834084786
"479",0.6,16,0.49679508146243
"480",0.6,32,0.501416464907037
"481",0.61,0,0.274262492833479
"482",0.61,0.5,0.485032522011092
"483",0.61,1,0.486593363452196
"484",0.61,2,0.482806487675334
"485",0.61,4,0.483613328855403
"486",0.61,8,0.488297662402868
"487",0.61,16,0.484916805231897
"488",0.61,32,0.489457197451734
"489",0.62,0,0.26466484435678
"490",0.62,0.5,0.473619793642873
"491",0.62,1,0.475223081204349
"492",0.62,2,0.471106172692862
"493",0.62,4,0.472555538919047
"494",0.62,8,0.476630656681156
"495",0.62,16,0.473568317696614
"496",0.62,32,0.478028894226018
"497",0.63,0,0.255573913990468
"498",0.63,0.5,0.462740904093545
"499",0.63,1,0.464383526430017
"500",0.63,2,0.459952184891156
"501",0.63,4,0.462018289987675
"502",0.63,8,0.465503816919652
"503",0.63,16,0.462749618856576
"504",0.63,32,0.467131555229887
"505",0.64,0,0.246989701734541
"506",0.64,0.5,0.452395853363109
"507",0.64,1,0.454074699129205
"508",0.64,2,0.449344524270218
"509",0.64,4,0.452001582061286
"510",0.64,8,0.454917143118355
"511",0.64,16,0.452460708711787
"512",0.64,32,0.456765180463342
"513",0.65,0,0.238912207589
"514",0.65,0.5,0.44258464145156
"515",0.65,1,0.444296599301906
"516",0.65,2,0.439283190830048
"517",0.65,4,0.442505415139882
"518",0.65,8,0.444870635277264
"519",0.65,16,0.442701587262244
"520",0.65,32,0.446929769926385
"521",0.66,0,0.231341431553846
"522",0.66,0.5,0.433307268358902
"523",0.66,1,0.435049226948126
"524",0.66,2,0.429768184570646
"525",0.66,4,0.433529789223461
"526",0.66,8,0.435364293396381
"527",0.66,16,0.43347225450795
"528",0.66,32,0.437625323619015
"529",0.67,0,0.224277373629079
"530",0.67,0.5,0.424563734085135
"531",0.67,1,0.426332582067864
"532",0.67,2,0.42079950549201
"533",0.67,4,0.425074704312025
"534",0.67,8,0.426398117475707
"535",0.67,16,0.424772710448902
"536",0.67,32,0.428851841541229
"537",0.68,0,0.217720033814699
"538",0.68,0.5,0.416354038630256
"539",0.68,1,0.418146664661116
"540",0.68,2,0.412377153594143
"541",0.68,4,0.417140160405572
"542",0.68,8,0.417972107515239
"543",0.68,16,0.416602955085102
"544",0.68,32,0.420609323693033
"545",0.69,0,0.211669412110705
"546",0.69,0.5,0.408678181994268
"547",0.69,1,0.410491474727888
"548",0.69,2,0.404501128877044
"549",0.69,4,0.409726157504103
"550",0.69,8,0.410086263514978
"551",0.69,16,0.408962988416549
"552",0.69,32,0.412897770074421
"553",0.7,0,0.206125508517096
"554",0.7,0.5,0.40153616417717
"555",0.7,1,0.403367012268175
"556",0.7,2,0.397171431340713
"557",0.7,4,0.402832695607619
"558",0.7,8,0.402740585474923
"559",0.7,16,0.401852810443242
"560",0.7,32,0.405717180685396
"561",0.71,0,0.201088323033874
"562",0.71,0.5,0.394927985178961
"563",0.71,1,0.396773277281978
"564",0.71,2,0.390388060985149
"565",0.71,4,0.396459774716119
"566",0.71,8,0.395935073395075
"567",0.71,16,0.395272421165184
"568",0.71,32,0.399067555525957
"569",0.72,0,0.196557855661037
"570",0.72,0.5,0.388853644999641
"571",0.72,1,0.390710269769298
"572",0.72,2,0.384151017810352
"573",0.72,4,0.390607394829603
"574",0.72,8,0.389669727275435
"575",0.72,16,0.389221820582373
"576",0.72,32,0.392948894596104
"577",0.73,0,0.192534106398586
"578",0.73,0.5,0.383313143639213
"579",0.73,1,0.385177989730134
"580",0.73,2,0.378460301816324
"581",0.73,4,0.385275555948069
"582",0.73,8,0.383944547116003
"583",0.73,16,0.383701008694808
"584",0.73,32,0.387361197895838
"585",0.74,0,0.189017075246524
"586",0.74,0.5,0.378306481097673
"587",0.74,1,0.380176437164488
"588",0.74,2,0.373315913003065
"589",0.74,4,0.380464258071521
"590",0.74,8,0.378759532916776
"591",0.74,16,0.378709985502493
"592",0.74,32,0.382304465425159
"593",0.75,0,0.186006762204847
"594",0.75,0.5,0.373833657375024
"595",0.75,1,0.375705612072359
"596",0.75,2,0.36871785137057
"597",0.75,4,0.376173501199955
"598",0.75,8,0.374114684677759
"599",0.75,16,0.374248751005422
"600",0.75,32,0.377778697184068
"601",0.76,0,0.183503167273555
"602",0.76,0.5,0.369894672471264
"603",0.76,1,0.371765514453746
"604",0.76,2,0.364666116918846
"605",0.76,4,0.372403285333377
"606",0.76,8,0.370010002398948
"607",0.76,16,0.370317305203599
"608",0.76,32,0.37378389317256
"609",0.77,0,0.181506290452652
"610",0.77,0.5,0.366489526386395
"611",0.77,1,0.368356144308651
"612",0.77,2,0.361160709647888
"613",0.77,4,0.369153610471779
"614",0.77,8,0.366445486080345
"615",0.77,16,0.366915648097027
"616",0.77,32,0.370320053390639
"617",0.78,0,0.180016131742132
"618",0.78,0.5,0.363618219120416
"619",0.78,1,0.365477501637073
"620",0.78,2,0.358201629557696
"621",0.78,4,0.366424476615168
"622",0.78,8,0.363421135721946
"623",0.78,16,0.364043779685698
"624",0.78,32,0.367387177838307
"625",0.79,0,0.179032691142
"626",0.79,0.5,0.361280750673326
"627",0.79,1,0.363129586439009
"628",0.79,2,0.355788876648276
"629",0.79,4,0.364215883763539
"630",0.79,8,0.360936951323757
"631",0.79,16,0.361701699969619
"632",0.79,32,0.364985266515559
"633",0.8,0,0.178555968652255
"634",0.8,0.5,0.359477121045126
"635",0.8,1,0.361312398714464
"636",0.8,2,0.353922450919621
"637",0.8,4,0.362527831916893
"638",0.8,8,0.358992932885774
"639",0.8,16,0.359889408948786
"640",0.8,32,0.363114319422399
"641",0.81,0,0.178585964272894
"642",0.81,0.5,0.358207330235815
"643",0.81,1,0.360025938463435
"644",0.81,2,0.352602352371736
"645",0.81,4,0.361360321075234
"646",0.81,8,0.357589080407998
"647",0.81,16,0.358606906623201
"648",0.81,32,0.361774336558826
"649",0.82,0,0.179122678003923
"650",0.82,0.5,0.357471378245395
"651",0.82,1,0.359270205685923
"652",0.82,2,0.351828581004617
"653",0.82,4,0.360713351238559
"654",0.82,8,0.35672539389043
"655",0.82,16,0.357854192992862
"656",0.82,32,0.360965317924837
"657",0.83,0,0.180166109845334
"658",0.83,0.5,0.357269265073863
"659",0.83,1,0.359045200381927
"660",0.83,2,0.351601136818265
"661",0.83,4,0.360586922406866
"662",0.83,8,0.356401873333068
"663",0.83,16,0.357631268057771
"664",0.83,32,0.360687263520437
"665",0.84,0,0.181716259797134
"666",0.84,0.5,0.357600990721223
"667",0.84,1,0.359350922551449
"668",0.84,2,0.351920019812683
"669",0.84,4,0.360981034580157
"670",0.84,8,0.356618518735913
"671",0.84,16,0.357938131817927
"672",0.84,32,0.360940173345622
"673",0.85,0,0.183773127859321
"674",0.85,0.5,0.358466555187471
"675",0.85,1,0.360187372194487
"676",0.85,2,0.352785229987868
"677",0.85,4,0.361895687758434
"678",0.85,8,0.357375330098965
"679",0.85,16,0.35877478427333
"680",0.85,32,0.361724047400392
"681",0.86,0,0.186336714031892
"682",0.86,0.5,0.359865958472611
"683",0.86,1,0.361554549311042
"684",0.86,2,0.354196767343818
"685",0.86,4,0.363330881941693
"686",0.86,8,0.358672307422227
"687",0.86,16,0.360141225423982
"688",0.86,32,0.36303888568475
"689",0.87,0,0.189407018314851
"690",0.87,0.5,0.361799200576639
"691",0.87,1,0.363452453901114
"692",0.87,2,0.35615463188054
"693",0.87,4,0.365286617129937
"694",0.87,8,0.360509450705694
"695",0.87,16,0.36203745526988
"696",0.87,32,0.364884688198695
"697",0.88,0,0.192984040708195
"698",0.88,0.5,0.364266281499557
"699",0.88,1,0.365881085964703
"700",0.88,2,0.358658823598027
"701",0.88,4,0.367762893323165
"702",0.88,8,0.362886759949368
"703",0.88,16,0.364463473811026
"704",0.88,32,0.367261454942226
"705",0.89,0,0.197067781211925
"706",0.89,0.5,0.367267201241367
"707",0.89,1,0.368840445501808
"708",0.89,2,0.361709342496282
"709",0.89,4,0.370759710521376
"710",0.89,8,0.365804235153249
"711",0.89,16,0.367419281047417
"712",0.89,32,0.370169185915343
"713",0.9,0,0.201658239826044
"714",0.9,0.5,0.370801959802064
"715",0.9,1,0.372330532512431
"716",0.9,2,0.365306188575307
"717",0.9,4,0.374277068724573
"718",0.9,8,0.369261876317338
"719",0.9,16,0.370904876979058
"720",0.9,32,0.373607881118047
"721",0.91,0,0.206755416550548
"722",0.91,0.5,0.374870557181652
"723",0.91,1,0.37635134699657
"724",0.91,2,0.369449361835097
"725",0.91,4,0.378314967932752
"726",0.91,8,0.373259683441635
"727",0.91,16,0.374920261605945
"728",0.91,32,0.377577540550338
"729",0.92,0,0.212359311385436
"730",0.92,0.5,0.37947299338013
"731",0.92,1,0.380902888954226
"732",0.92,2,0.374138862275655
"733",0.92,4,0.382873408145917
"734",0.92,8,0.377797656526137
"735",0.92,16,0.37946543492808
"736",0.92,32,0.382078164212215
"737",0.93,0,0.218469924330713
"738",0.93,0.5,0.384609268397498
"739",0.93,1,0.385985158385398
"740",0.93,2,0.379374689896982
"741",0.93,4,0.387952389364064
"742",0.93,8,0.382875795570847
"743",0.93,16,0.384540396945462
"744",0.93,32,0.387109752103679
"745",0.94,0,0.225087255386375
"746",0.94,0.5,0.390279382233755
"747",0.94,1,0.391598155290087
"748",0.94,2,0.385156844699077
"749",0.94,4,0.393551911587196
"750",0.94,8,0.388494100575765
"751",0.94,16,0.390145147658091
"752",0.94,32,0.392672304224729
"753",0.95,0,0.232211304552423
"754",0.95,0.5,0.396483334888903
"755",0.95,1,0.397741879668293
"756",0.95,2,0.391485326681939
"757",0.95,4,0.399671974815312
"758",0.95,8,0.394652571540889
"759",0.95,16,0.396279687065968
"760",0.95,32,0.398765820575364
"761",0.96,0,0.239842071828858
"762",0.96,0.5,0.403221126362939
"763",0.96,1,0.404416331520015
"764",0.96,2,0.398360135845567
"765",0.96,4,0.406312579048411
"766",0.96,8,0.40135120846622
"767",0.96,16,0.402944015169092
"768",0.96,32,0.405390301155587
"769",0.97,0,0.247979557215678
"770",0.97,0.5,0.410492756655867
"771",0.97,1,0.411621510845255
"772",0.97,2,0.405781272189966
"773",0.97,4,0.413473724286496
"774",0.97,8,0.408590011351758
"775",0.97,16,0.410138131967464
"776",0.97,32,0.412545745965396
"777",0.98,0,0.256623760712886
"778",0.98,0.5,0.418298225767684
"779",0.98,1,0.419357417644012
"780",0.98,2,0.413748735715132
"781",0.98,4,0.421155410529564
"782",0.98,8,0.416368980197504
"783",0.98,16,0.417862037461082
"784",0.98,32,0.420232155004791
"785",0.99,0,0.26577468232048
"786",0.99,0.5,0.426637533698391
"787",0.99,1,0.427624051916284
"788",0.99,2,0.422262526421064
"789",0.99,4,0.429357637777615
"790",0.99,8,0.424688115003456
"791",0.99,16,0.426115731649947
"792",0.99,32,0.428449528273775
