"","beta","nPassesPerScan","meanRate"
"211",0.27,1,5.27311609936245
"212",0.27,2,5.24373109910832
"213",0.27,4,5.28159839231127
"214",0.27,8,5.26134798353913
"215",0.27,16,5.27496636553401
"216",0.27,32,5.31098669906855
"217",0.28,0,4.12186221773083
"218",0.28,0.5,5.47433310476747
"219",0.28,1,5.44082446256352
"220",0.28,2,5.39760964738885
"221",0.28,4,5.46322538605382
"222",0.28,8,5.40156119806611
"223",0.28,16,5.42930127483227
"224",0.28,32,5.48309060500804
"225",0.29,0,4.19029394046577
"226",0.29,0.5,5.60744445376473
"227",0.29,1,5.61891726103541
"228",0.29,2,5.59402806319543
"229",0.29,4,5.66241651234584
"230",0.29,8,5.58542996514938
"231",0.29,16,5.57556500205575
"232",0.29,32,5.65196272550678
"233",0.3,0,4.23683712944859
"234",0.3,0.5,5.7342316135679
"235",0.3,1,5.82297852282666
"236",0.3,2,5.82771398675863
"237",0.3,4,5.89034364257413
"238",0.3,8,5.79688709760991
"239",0.3,16,5.71306466316878
"240",0.3,32,5.8302531050735
"241",0.31,0,4.26248639808935
"242",0.31,0.5,5.91014639972543
"243",0.31,1,6.02113499910991
"244",0.31,2,6.03657818207411
"245",0.31,4,6.10193411903222
"246",0.31,8,5.99213723139095
"247",0.31,16,5.89057176115503
"248",0.31,32,6.02674912495706
"249",0.32,0,4.28698548076209
"250",0.32,0.5,6.16457517297298
"251",0.32,1,6.21252885838932
"252",0.32,2,6.20697377572729
"253",0.32,4,6.27688407334667
"254",0.32,8,6.18659280962817
"255",0.32,16,6.14800671766912
"256",0.32,32,6.23216297976971
"257",0.33,0,4.3295482030418
"258",0.33,0.5,6.45410873560286
"259",0.33,1,6.43132928630953
"260",0.33,2,6.40900646639934
"261",0.33,4,6.47959318366065
"262",0.33,8,6.42868190814081
"263",0.33,16,6.44765342256431
"264",0.33,32,6.47727582197252
"265",0.34,0,4.32036647513379
"266",0.34,0.5,6.61353835327528
"267",0.34,1,6.59418100692714
"268",0.34,2,6.54374457134933
"269",0.34,4,6.6397697643655
"270",0.34,8,6.59748413694649
"271",0.34,16,6.62342247131592
"272",0.34,32,6.63375782495886
"273",0.35,0,4.23322893365916
"274",0.35,0.5,6.72607773933955
"275",0.35,1,6.77427071156742
"276",0.35,2,6.65001525345246
"277",0.35,4,6.81396824440346
"278",0.35,8,6.74503642036833
"279",0.35,16,6.77070570184271
"280",0.35,32,6.74411372588797
"281",0.36,0,4.17191514740536
"282",0.36,0.5,6.84899196840835
"283",0.36,1,6.90721261170801
"284",0.36,2,6.78510095706349
"285",0.36,4,6.95352600461758
"286",0.36,8,6.85705114193857
"287",0.36,16,6.90086803767657
"288",0.36,32,6.84576598440024
"289",0.37,0,4.02822254107268
"290",0.37,0.5,6.9133058452321
"291",0.37,1,6.94114382097184
"292",0.37,2,6.88280534164038
"293",0.37,4,7.00439764123821
"294",0.37,8,6.89494563157306
"295",0.37,16,6.88636627905351
"296",0.37,32,6.94900900221221
"297",0.38,0,3.89032435003445
"298",0.38,0.5,6.99006023994927
"299",0.38,1,7.01228832243028
"300",0.38,2,6.98788465929991
"301",0.38,4,7.10036338629369
"302",0.38,8,6.96627552862236
"303",0.38,16,6.92208821289835
"304",0.38,32,7.04132905923578
"305",0.39,0,3.73457827510305
"306",0.39,0.5,6.88889105531298
"307",0.39,1,6.98203426475715
"308",0.39,2,6.887216502841
"309",0.39,4,6.96982845614828
"310",0.39,8,6.92031582580134
"311",0.39,16,6.87793799027806
"312",0.39,32,6.92212782343775
"313",0.4,0,3.5336815364847
"314",0.4,0.5,6.83845296053254
"315",0.4,1,6.99908053999702
"316",0.4,2,6.8238020133333
"317",0.4,4,6.86549400048037
"318",0.4,8,6.92239328985919
"319",0.4,16,6.89077709458597
"320",0.4,32,6.84208316137343
"321",0.41,0,3.39471194996845
"322",0.41,0.5,6.63630310555783
"323",0.41,1,6.73076808550804
"324",0.41,2,6.68151002013444
"325",0.41,4,6.67716415424823
"326",0.41,8,6.75386711422101
"327",0.41,16,6.70324951229775
"328",0.41,32,6.64341789957497
"329",0.42,0,3.25327331644156
"330",0.42,0.5,6.41425255048552
"331",0.42,1,6.36853308086633
"332",0.42,2,6.53366879103855
"333",0.42,4,6.51404936924432
"334",0.42,8,6.52087971834158
"335",0.42,16,6.42733468615571
"336",0.42,32,6.43732068839786
"337",0.43,0,3.09803186885204
"338",0.43,0.5,6.20240022514169
"339",0.43,1,6.08112764043289
"340",0.43,2,6.36237668103693
"341",0.43,4,6.30576845645717
"342",0.43,8,6.27258039642759
"343",0.43,16,6.18409862184439
"344",0.43,32,6.23321367013127
"345",0.44,0,2.95481889991679
"346",0.44,0.5,5.91182345911169
"347",0.44,1,5.82371860188049
"348",0.44,2,5.977204915996
"349",0.44,4,5.91843644819352
"350",0.44,8,5.91037316010976
"351",0.44,16,5.87908320997816
"352",0.44,32,5.95465575813805
"353",0.45,0,2.83421313811872
"354",0.45,0.5,5.63080368385042
"355",0.45,1,5.60008154065012
"356",0.45,2,5.64302444874349
"357",0.45,4,5.62753979534696
"358",0.45,8,5.63680290486553
"359",0.45,16,5.66336079129669
"360",0.45,32,5.75111934786859
"361",0.46,0,2.72691095111741
"362",0.46,0.5,5.30803426915869
"363",0.46,1,5.28422631354726
"364",0.46,2,5.30307158022115
"365",0.46,4,5.29766757648953
"366",0.46,8,5.31558729932384
"367",0.46,16,5.35286191556204
"368",0.46,32,5.42349949423365
"369",0.47,0,2.62781740914165
"370",0.47,0.5,4.98185309658688
"371",0.47,1,4.91076565762689
"372",0.47,2,4.93773528882074
"373",0.47,4,4.93308951194714
"374",0.47,8,4.94790543295669
"375",0.47,16,4.95726413127761
"376",0.47,32,4.9886994406645
"377",0.48,0,2.54006284122716
"378",0.48,0.5,4.76442837791926
"379",0.48,1,4.60688173315867
"380",0.48,2,4.66185278673304
"381",0.48,4,4.66205115221714
"382",0.48,8,4.64295564926752
"383",0.48,16,4.68012903469309
"384",0.48,32,4.66127510640114
"385",0.49,0,2.45187394725372
"386",0.49,0.5,4.48537055624417
"387",0.49,1,4.30030559735956
"388",0.49,2,4.36853825517015
"389",0.49,4,4.36188482401386
"390",0.49,8,4.33553283724062
"391",0.49,16,4.37330139688427
"392",0.49,32,4.34321598909961
"393",0.5,0,2.37024010478052
"394",0.5,0.5,4.12832655034136
"395",0.5,1,3.96894136822168
"396",0.5,2,4.03999649678532
"397",0.5,4,4.02234239784137
"398",0.5,8,4.00519150596521
"399",0.5,16,4.02731127064469
"400",0.5,32,4.02789594075927
"401",0.51,0,2.30389203683378
"402",0.51,0.5,3.79155653766386
"403",0.51,1,3.68073341052947
"404",0.51,2,3.71737755488066
"405",0.51,4,3.71698606843514
"406",0.51,8,3.71919557953719
"407",0.51,16,3.72412164422382
"408",0.51,32,3.76761229585718
"409",0.52,0,2.25117249426502
"410",0.52,0.5,3.51902661414818
"411",0.52,1,3.45014635574112
"412",0.52,2,3.47822523848261
"413",0.52,4,3.47715398689534
"414",0.52,8,3.49897644354247
"415",0.52,16,3.48793477255823
"416",0.52,32,3.545821885832
"417",0.53,0,2.20729006740027
"418",0.53,0.5,3.25308571634724
"419",0.53,1,3.20819486942623
"420",0.53,2,3.23571959382232
"421",0.53,4,3.22781819808426
"422",0.53,8,3.26123973667943
"423",0.53,16,3.2382543095083
"424",0.53,32,3.29239888455192
"425",0.54,0,2.16728299158716
"426",0.54,0.5,2.98502842922336
"427",0.54,1,2.95412354146722
"428",0.54,2,2.98593957270471
"429",0.54,4,2.96765317899901
"430",0.54,8,3.00598545894807
"431",0.54,16,2.97480538921384
"432",0.54,32,3.00734329201691
"433",0.55,0,2.12792522330444
"434",0.55,0.5,2.7156501796275
"435",0.55,1,2.70693318643519
"436",0.55,2,2.73090068626727
"437",0.55,4,2.7032972462483
"438",0.55,8,2.73321361034841
"439",0.55,16,2.69758801167484
"440",0.55,32,2.71718367708412
"441",0.56,0,2.09720772070176
"442",0.56,0.5,2.5259713568662
"443",0.56,1,2.51245433687356
"444",0.56,2,2.51129229099451
"445",0.56,4,2.50710242342047
"446",0.56,8,2.51727716938715
"447",0.56,16,2.47813047582127
"448",0.56,32,2.50797347213613
"449",0.57,0,2.07767869844273
"450",0.57,0.5,2.37626772615496
"451",0.57,1,2.36767959515899
"452",0.57,2,2.36963201560867
"453",0.57,4,2.36666639696997
"454",0.57,8,2.37497894870461
"455",0.57,16,2.32472724784205
"456",0.57,32,2.3490335894341
"457",0.58,0,2.0690668893045
"458",0.58,0.5,2.22857111433627
"459",0.58,1,2.21721302039393
"460",0.58,2,2.22228899555841
"461",0.58,4,2.21806041863961
"462",0.58,8,2.22328927839725
"463",0.58,16,2.1669932999207
"464",0.58,32,2.18263419723869
"465",0.59,0,2.0722457062141
"466",0.59,0.5,2.07281568152344
"467",0.59,1,2.05588616041787
"468",0.59,2,2.06365196253344
"469",0.59,4,2.05962798700817
"470",0.59,8,2.06220815846506
"471",0.59,16,2.00467568102946
"472",0.59,32,2.00877529554988
"473",0.6,0,2.08255222744111
"474",0.6,0.5,1.90900142771647
"475",0.6,1,1.88369901523076
"476",0.6,2,1.89372091653376
"477",0.6,4,1.89136910207561
"478",0.6,8,1.89173558890805
"479",0.6,16,1.83777439116835
"480",0.6,32,1.82745688436768
"481",0.61,0,2.08227955465981
"482",0.61,0.5,1.73712835291537
"483",0.61,1,1.70065158483266
"484",0.61,2,1.71249585755938
"485",0.61,4,1.71328376384196
"486",0.61,8,1.71187156972621
"487",0.61,16,1.66628943033735
"488",0.61,32,1.6386789636921
"489",0.62,0,2.08004442302932
"490",0.62,0.5,1.55719645712012
"491",0.62,1,1.50674386922354
"492",0.62,2,1.52067392702503
"493",0.62,4,1.5253719723072
"494",0.62,8,1.52261610091954
"495",0.62,16,1.49022079853646
"496",0.62,32,1.45047164678958
"497",0.63,0,2.08082364586472
"498",0.63,0.5,1.37085937327563
"499",0.63,1,1.33592194682153
"500",0.63,2,1.3384722400583
"501",0.63,4,1.33056952390002
"502",0.63,8,1.32396918248804
"503",0.63,16,1.31405579976993
"504",0.63,32,1.26648980339078
"505",0.64,0,2.08536494831947
"506",0.64,0.5,1.22532185536015
"507",0.64,1,1.18799063625807
"508",0.64,2,1.17223966345947
"509",0.64,4,1.18080495421991
"510",0.64,8,1.16674203203491
"511",0.64,16,1.1631360073555
"512",0.64,32,1.13558939737347
"513",0.65,0,2.09298072531776
"514",0.65,0.5,1.12363349788737
"515",0.65,1,1.08970512823447
"516",0.65,2,1.0742200079496
"517",0.65,4,1.08921706915883
"518",0.65,8,1.07414506023828
"519",0.65,16,1.06891567499997
"520",0.65,32,1.05627013019827
"521",0.66,0,2.09409185124747
"522",0.66,0.5,1.03133063134043
"523",0.66,1,1.00749694203605
"524",0.66,2,0.997041620758318
"525",0.66,4,1.00976712942376
"526",0.66,8,0.998235064268445
"527",0.66,16,0.99334417873504
"528",0.66,32,0.982220729469721
"529",0.67,0,2.09208894927546
"530",0.67,0.5,0.955826390275542
"531",0.67,1,0.934563513683071
"532",0.67,2,0.924171302488014
"533",0.67,4,0.937040692177091
"534",0.67,8,0.925698650840013
"535",0.67,16,0.922569501419954
"536",0.67,32,0.911492508596467
"537",0.68,0,2.08878761200266
"538",0.68,0.5,0.884912166268521
"539",0.68,1,0.86502426038937
"540",0.68,2,0.854692836700019
"541",0.68,4,0.867701541180099
"542",0.68,8,0.856535819952977
"543",0.68,16,0.855090100375482
"544",0.68,32,0.844085467578504
"545",0.69,0,2.08621778636939
"546",0.69,0.5,0.817447236523653
"547",0.69,1,0.798879182154946
"548",0.69,2,0.788606223394334
"549",0.69,4,0.801749676432781
"550",0.69,8,0.79074657160734
"551",0.69,16,0.790905975601623
"552",0.69,32,0.779999606415836
"553",0.7,0,2.08390293759278
"554",0.7,0.5,0.753431601040939
"555",0.7,1,0.7361282789798
"556",0.7,2,0.725911462570956
"557",0.7,4,0.739185097935136
"558",0.7,8,0.728330905803099
"559",0.7,16,0.73001712709838
"560",0.7,32,0.71923492510846
"561",0.71,0,2.08686868774058
"562",0.71,0.5,0.69286525982038
"563",0.71,1,0.676771550863928
"564",0.71,2,0.666608554229885
"565",0.71,4,0.680007805687168
"566",0.71,8,0.669288822540258
"567",0.71,16,0.672423554865749
"568",0.71,32,0.661791423656375
"569",0.72,0,2.09512996128375
"570",0.72,0.5,0.635748212861975
"571",0.72,1,0.620808997807335
"572",0.72,2,0.610697498371126
"573",0.72,4,0.624217799688869
"574",0.72,8,0.613620321818812
"575",0.72,16,0.618125258903731
"576",0.72,32,0.607669102059583
"577",0.73,0,2.10879938817522
"578",0.73,0.5,0.582080460165725
"579",0.73,1,0.568240619810018
"580",0.73,2,0.558178294994676
"581",0.73,4,0.571815079940246
"582",0.73,8,0.561325403638766
"583",0.73,16,0.56712223921233
"584",0.73,32,0.556867960318083
"585",0.74,0,2.12491972252084
"586",0.74,0.5,0.531862001731629
"587",0.74,1,0.519066416871978
"588",0.74,2,0.509050944100531
"589",0.74,4,0.522799646441296
"590",0.74,8,0.512404068000118
"591",0.74,16,0.519414495791539
"592",0.74,32,0.509387998431877
"593",0.75,0,2.14187027646294
"594",0.75,0.5,0.485092837559688
"595",0.75,1,0.473286388993214
"596",0.75,2,0.463315445688698
"597",0.75,4,0.477171499192021
"598",0.75,8,0.466856314902864
"599",0.75,16,0.475002028641364
"600",0.75,32,0.465229216400965
"601",0.76,0,2.15201875363433
"602",0.76,0.5,0.441772967649901
"603",0.76,1,0.430900536173726
"604",0.76,2,0.420971799759174
"605",0.76,4,0.434930638192418
"606",0.76,8,0.424682144347013
"607",0.76,16,0.433884837761801
"608",0.76,32,0.424391614225342
"609",0.77,0,2.15550496149932
"610",0.77,0.5,0.401902392002269
"611",0.77,1,0.391908858413516
"612",0.77,2,0.382020006311959
"613",0.77,4,0.39607706344249
"614",0.77,8,0.385881556332556
"615",0.77,16,0.396062923152853
"616",0.77,32,0.386875191905013
"617",0.78,0,2.15089561289335
"618",0.78,0.5,0.365481110616792
"619",0.78,1,0.356311355712584
"620",0.78,2,0.346460065347051
"621",0.78,4,0.360610774942235
"622",0.78,8,0.350454550859501
"623",0.78,16,0.361536284814519
"624",0.78,32,0.352679949439977
"625",0.79,0,2.13699493896919
"626",0.79,0.5,0.332509123493467
"627",0.79,1,0.324108028070926
"628",0.79,2,0.314291976864451
"629",0.79,4,0.328531772691653
"630",0.79,8,0.31840112792784
"631",0.79,16,0.330304922746798
"632",0.79,32,0.321805886830233
"633",0.8,0,2.13712189487858
"634",0.8,0.5,0.302986430632297
"635",0.8,1,0.295298875488545
"636",0.8,2,0.285515740864161
"637",0.8,4,0.299840056690745
"638",0.8,8,0.289721287537579
"639",0.8,16,0.302368836949693
"640",0.8,32,0.294253004075783
"641",0.81,0,2.13880938273678
"642",0.81,0.5,0.276913032033282
"643",0.81,1,0.269883897965443
"644",0.81,2,0.260131357346181
"645",0.81,4,0.274535626939512
"646",0.81,8,0.264415029688715
"647",0.81,16,0.277728027423199
"648",0.81,32,0.270021301176624
"649",0.82,0,2.13796136709863
"650",0.82,0.5,0.254288927696422
"651",0.82,1,0.247863095501618
"652",0.82,2,0.23813882631051
"653",0.82,4,0.25261848343795
"654",0.82,8,0.24248235438125
"655",0.82,16,0.25638249416732
"656",0.82,32,0.249110778132757
"657",0.83,0,2.13097565641501
"658",0.83,0.5,0.235114117621715
"659",0.83,1,0.229236468097068
"660",0.83,2,0.219538147757144
"661",0.83,4,0.234088626186063
"662",0.83,8,0.223923261615181
"663",0.83,16,0.238332237182056
"664",0.83,32,0.231521434944184
"665",0.84,0,2.11905838034191
"666",0.84,0.5,0.219388601809164
"667",0.84,1,0.214004015751795
"668",0.84,2,0.20432932168609
"669",0.84,4,0.21894605518385
"670",0.84,8,0.20873775139051
"671",0.84,16,0.223577256467404
"672",0.84,32,0.217253271610901
"673",0.85,0,2.10914858511411
"674",0.85,0.5,0.207112380258767
"675",0.85,1,0.202165738465799
"676",0.85,2,0.192512348097345
"677",0.85,4,0.207190770431311
"678",0.85,8,0.196925823707238
"679",0.85,16,0.212117552023367
"680",0.85,32,0.206306288132914
"681",0.86,0,2.09195554437359
"682",0.86,0.5,0.198285452970523
"683",0.86,1,0.19372163623908
"684",0.86,2,0.184087226990908
"685",0.86,4,0.198822771928443
"686",0.86,8,0.188487478565361
"687",0.86,16,0.203953123849941
"688",0.86,32,0.198680484510221
"689",0.87,0,2.08097311818924
"690",0.87,0.5,0.192907819944433
"691",0.87,1,0.188671709071639
"692",0.87,2,0.179053958366779
"693",0.87,4,0.193842059675252
"694",0.87,8,0.183422715964884
"695",0.87,16,0.199083971947132
"696",0.87,32,0.194375860742816
"697",0.88,0,2.08545727959324
"698",0.88,0.5,0.190979481180499
"699",0.88,1,0.187015956963472
"700",0.88,2,0.177412542224958
"701",0.88,4,0.192248633671733
"702",0.88,8,0.181731535905806
"703",0.88,16,0.197510096314936
"704",0.88,32,0.193392416830705
"705",0.89,0,2.08323878669659
"706",0.89,0.5,0.192500436678718
"707",0.89,1,0.188754379914583
"708",0.89,2,0.179162978565447
"709",0.89,4,0.194042493917888
"710",0.89,8,0.183413938388125
"711",0.89,16,0.199231496953353
"712",0.89,32,0.195730152773887
"713",0.9,0,2.07512070093359
"714",0.9,0.5,0.197470686439093
"715",0.9,1,0.193886977924971
"716",0.9,2,0.184305267388247
"717",0.9,4,0.199223640413717
"718",0.9,8,0.18846992341184
"719",0.9,16,0.204248173862385
"720",0.9,32,0.201389068572362
"721",0.91,0,2.06250041403495
"722",0.91,0.5,0.205890230461622
"723",0.91,1,0.202413750994635
"724",0.91,2,0.192839408693353
"725",0.91,4,0.207792073159219
"726",0.91,8,0.196899490976956
"727",0.91,16,0.212560127042029
"728",0.91,32,0.210369164226127
"729",0.92,0,2.04045851979858
"730",0.92,0.5,0.217759068746306
"731",0.92,1,0.214334699123576
"732",0.92,2,0.204765402480768
"733",0.92,4,0.219747792154394
"734",0.92,8,0.208702641083467
"735",0.92,16,0.224167356492289
"736",0.92,32,0.222670439735187
"737",0.93,0,2.01362804133843
"738",0.93,0.5,0.233077201293143
"739",0.93,1,0.229649822311794
"740",0.93,2,0.220083248750493
"741",0.93,4,0.235090797399244
"742",0.93,8,0.223879373731378
"743",0.93,16,0.239069862213161
"744",0.93,32,0.238292895099539
"745",0.94,0,1.99530138175668
"746",0.94,0.5,0.251844628102135
"747",0.94,1,0.248359120559288
"748",0.94,2,0.238792947502525
"749",0.94,4,0.253821088893767
"750",0.94,8,0.242429688920686
"751",0.94,16,0.257267644204648
"752",0.94,32,0.257236530319185
"753",0.95,0,1.99557120429754
"754",0.95,0.5,0.274061349173281
"755",0.95,1,0.27046259386606
"756",0.95,2,0.260894498736867
"757",0.95,4,0.275938666637964
"758",0.95,8,0.26435358665139
"759",0.95,16,0.278760702466749
"760",0.95,32,0.279501345394121
"761",0.96,0,1.99516231809278
"762",0.96,0.5,0.299727364506583
"763",0.96,1,0.295960242232109
"764",0.96,2,0.286387902453518
"765",0.96,4,0.301443530631833
"766",0.96,8,0.289651066923495
"767",0.96,16,0.303549036999463
"768",0.96,32,0.305087340324352
"769",0.97,0,1.99407472314242
"770",0.97,0.5,0.328842674102038
"771",0.97,1,0.324852065657434
"772",0.97,2,0.315273158652477
"773",0.97,4,0.330335680875378
"774",0.97,8,0.318322129736996
"775",0.97,16,0.331632647802791
"776",0.97,32,0.333994515109874
"777",0.98,0,2.02206183094455
"778",0.98,0.5,0.361407277959647
"779",0.98,1,0.357138064142035
"780",0.98,2,0.347550267333746
"781",0.98,4,0.362615117368595
"782",0.98,8,0.350366775091894
"783",0.98,16,0.363011534876732
"784",0.98,32,0.366222869750689
"785",0.99,0,2.05012982109388
"786",0.99,0.5,0.397421176079411
"787",0.99,1,0.392818237685914
"788",0.99,2,0.383219228497324
"789",0.99,4,0.398281840111486
"790",0.99,8,0.385785002988191
"791",0.99,16,0.397685698221288
"792",0.99,32,0.401772404246796
