"","beta","nPassesPerScan","meanRate"
"177",0.23,0,0.721359011318215
"178",0.23,0.5,0.715200326692209
"179",0.23,1,0.726097702715138
"180",0.23,2,0.718226269394469
"181",0.23,4,0.718930801902898
"182",0.23,8,0.736491956232947
"183",0.23,16,0.716797350298999
"184",0.23,32,0.702279437654935
"185",0.24,0,0.700730000431341
"186",0.24,0.5,0.688715455443036
"187",0.24,1,0.703552454377117
"188",0.24,2,0.690667291317493
"189",0.24,4,0.692364250005251
"190",0.24,8,0.71049967577405
"191",0.24,16,0.695801556470158
"192",0.24,32,0.685482578737552
"193",0.25,0,0.678141912011523
"194",0.25,0.5,0.667174141720536
"195",0.25,1,0.673530109191674
"196",0.25,2,0.665773655724465
"197",0.25,4,0.673888276489821
"198",0.25,8,0.678805805494543
"199",0.25,16,0.679556856131173
"200",0.25,32,0.666182475824207
"201",0.26,0,0.657515302505488
"202",0.26,0.5,0.653578829131009
"203",0.26,1,0.650710272441317
"204",0.26,2,0.646810797645006
"205",0.26,4,0.66180745625881
"206",0.26,8,0.65050954703594
"207",0.26,16,0.666252100303572
"208",0.26,32,0.644050727966239
"209",0.27,0,0.638697441964935
"210",0.27,0.5,0.638609576175572
"211",0.27,1,0.632874343412586
"212",0.27,2,0.633731861931082
"213",0.27,4,0.647427704285777
"214",0.27,8,0.626760272917721
"215",0.27,16,0.64580967484361
"216",0.27,32,0.625877883345777
"217",0.28,0,0.620236216872815
"218",0.28,0.5,0.618833334415332
"219",0.28,1,0.612085018890773
"220",0.28,2,0.622766270424813
"221",0.28,4,0.623547425661781
"222",0.28,8,0.605296256868659
"223",0.28,16,0.618409343877322
"224",0.28,32,0.610983862799853
"225",0.29,0,0.600712813704455
"226",0.29,0.5,0.593824930878791
"227",0.29,1,0.593453683558349
"228",0.29,2,0.608904394831236
"229",0.29,4,0.591518644495288
"230",0.29,8,0.585993485954268
"231",0.29,16,0.596040184068839
"232",0.29,32,0.59384400766855
"233",0.3,0,0.577415382445033
"234",0.3,0.5,0.571812011039357
"235",0.3,1,0.573355381032926
"236",0.3,2,0.588699613600411
"237",0.3,4,0.562458209383152
"238",0.3,8,0.568434671267003
"239",0.3,16,0.579403121035881
"240",0.3,32,0.57464976122042
"241",0.31,0,0.554687226383225
"242",0.31,0.5,0.55139080061501
"243",0.31,1,0.555952430547788
"244",0.31,2,0.563931138752047
"245",0.31,4,0.543349091603141
"246",0.31,8,0.552675472339769
"247",0.31,16,0.560747080468562
"248",0.31,32,0.5554777514308
"249",0.32,0,0.534023798199387
"250",0.32,0.5,0.531328453535722
"251",0.32,1,0.54112007561179
"252",0.32,2,0.540862588926104
"253",0.32,4,0.529916565117547
"254",0.32,8,0.536876262618576
"255",0.32,16,0.536980474438639
"256",0.32,32,0.539196183196114
"257",0.33,0,0.517652266299575
"258",0.33,0.5,0.5100474972047
"259",0.33,1,0.526490782667918
"260",0.33,2,0.523719025194925
"261",0.33,4,0.522249450081878
"262",0.33,8,0.52169989649727
"263",0.33,16,0.507193291719317
"264",0.33,32,0.528516818492573
"265",0.34,0,0.501972253057123
"266",0.34,0.5,0.490413083179022
"267",0.34,1,0.509466308235474
"268",0.34,2,0.50973162270209
"269",0.34,4,0.510703728030894
"270",0.34,8,0.506851603435781
"271",0.34,16,0.482472810845125
"272",0.34,32,0.516417322142647
"273",0.35,0,0.484752110091286
"274",0.35,0.5,0.475927372910014
"275",0.35,1,0.48880125003781
"276",0.35,2,0.494476107820243
"277",0.35,4,0.494089243691584
"278",0.35,8,0.490614943748416
"279",0.35,16,0.464831505129664
"280",0.35,32,0.500670057055641
"281",0.36,0,0.466583705387218
"282",0.36,0.5,0.466838821833488
"283",0.36,1,0.470587771049361
"284",0.36,2,0.476153591597033
"285",0.36,4,0.475318809931169
"286",0.36,8,0.473511448504055
"287",0.36,16,0.455454516288743
"288",0.36,32,0.479500800589818
"289",0.37,0,0.448032299593694
"290",0.37,0.5,0.462496917595863
"291",0.37,1,0.454933618852855
"292",0.37,2,0.459836283149546
"293",0.37,4,0.456221869609855
"294",0.37,8,0.457183632713184
"295",0.37,16,0.447720724908755
"296",0.37,32,0.461346414306895
"297",0.38,0,0.431451708156431
"298",0.38,0.5,0.456767763899581
"299",0.38,1,0.440927895075908
"300",0.38,2,0.442695105681496
"301",0.38,4,0.439136080186105
"302",0.38,8,0.439230276523199
"303",0.38,16,0.439189230858937
"304",0.38,32,0.445192719062316
"305",0.39,0,0.41751911222651
"306",0.39,0.5,0.445820198691849
"307",0.39,1,0.425869001589864
"308",0.39,2,0.42724457212989
"309",0.39,4,0.421433234170415
"310",0.39,8,0.42245447092283
"311",0.39,16,0.42729240284667
"312",0.39,32,0.427011476622771
"313",0.4,0,0.404436304510631
"314",0.4,0.5,0.429196023594203
"315",0.4,1,0.409352132820597
"316",0.4,2,0.412679267749464
"317",0.4,4,0.402796700657191
"318",0.4,8,0.405354807233862
"319",0.4,16,0.411364945965703
"320",0.4,32,0.406759806730525
"321",0.41,0,0.391367552236217
"322",0.41,0.5,0.406895054790078
"323",0.41,1,0.391508362244629
"324",0.41,2,0.39835865166301
"325",0.41,4,0.384245005653979
"326",0.41,8,0.389503794121944
"327",0.41,16,0.393581818894479
"328",0.41,32,0.387033522760959
"329",0.42,0,0.379476422173832
"330",0.42,0.5,0.384590081127624
"331",0.42,1,0.374800977238999
"332",0.42,2,0.385946037707114
"333",0.42,4,0.365951154255847
"334",0.42,8,0.37344885003173
"335",0.42,16,0.376694960985509
"336",0.42,32,0.370569798034136
"337",0.43,0,0.366941607871325
"338",0.43,0.5,0.369258764552438
"339",0.43,1,0.360392595104786
"340",0.43,2,0.373383005695068
"341",0.43,4,0.350370089161308
"342",0.43,8,0.357259635410573
"343",0.43,16,0.360883605582527
"344",0.43,32,0.354617302116086
"345",0.44,0,0.353342641290321
"346",0.44,0.5,0.355264454962706
"347",0.44,1,0.347004223010401
"348",0.44,2,0.359340740815437
"349",0.44,4,0.335547542357776
"350",0.44,8,0.342724620440408
"351",0.44,16,0.346074723391779
"352",0.44,32,0.339359893522611
"353",0.45,0,0.339909496564737
"354",0.45,0.5,0.341094053146519
"355",0.45,1,0.333747580826712
"356",0.45,2,0.343569970707626
"357",0.45,4,0.321553292913956
"358",0.45,8,0.328818935940979
"359",0.45,16,0.331464209138877
"360",0.45,32,0.324976824996473
"361",0.46,0,0.326808106568968
"362",0.46,0.5,0.326174385311122
"363",0.46,1,0.321502569566205
"364",0.46,2,0.327776136046083
"365",0.46,4,0.308407309425488
"366",0.46,8,0.316121017542571
"367",0.46,16,0.317870169404045
"368",0.46,32,0.311577359133408
"369",0.47,0,0.313034583876081
"370",0.47,0.5,0.310482110572
"371",0.47,1,0.310753126018094
"372",0.47,2,0.311674848185361
"373",0.47,4,0.296605757551639
"374",0.47,8,0.3045641008967
"375",0.47,16,0.305848725921377
"376",0.47,32,0.299376791130259
"377",0.48,0,0.300058587479749
"378",0.48,0.5,0.29387687591654
"379",0.48,1,0.299185900100853
"380",0.48,2,0.297800348788994
"381",0.48,4,0.286071259394499
"382",0.48,8,0.293718542219172
"383",0.48,16,0.295268806546067
"384",0.48,32,0.287414190090185
"385",0.49,0,0.289270320599733
"386",0.49,0.5,0.277908643128131
"387",0.49,1,0.287606458002027
"388",0.49,2,0.284516857374672
"389",0.49,4,0.276220480962713
"390",0.49,8,0.282064227964522
"391",0.49,16,0.284727257024997
"392",0.49,32,0.276884086885462
"393",0.5,0,0.278641609561661
"394",0.5,0.5,0.2633573119096
"395",0.5,1,0.27548700617748
"396",0.5,2,0.272061231165375
"397",0.5,4,0.266087220398426
"398",0.5,8,0.270246412720973
"399",0.5,16,0.274050990058144
"400",0.5,32,0.267577296551818
"401",0.51,0,0.267442907260034
"402",0.51,0.5,0.250711493324198
"403",0.51,1,0.263380381934323
"404",0.51,2,0.259992054471013
"405",0.51,4,0.256081679388491
"406",0.51,8,0.259204719840849
"407",0.51,16,0.263046506710415
"408",0.51,32,0.258324044975073
"409",0.52,0,0.256846129370598
"410",0.52,0.5,0.239624908157446
"411",0.52,1,0.251030406807995
"412",0.52,2,0.248302300216528
"413",0.52,4,0.246200168218115
"414",0.52,8,0.248184709607863
"415",0.52,16,0.251734376401551
"416",0.52,32,0.249289538076604
"417",0.53,0,0.246027410301076
"418",0.53,0.5,0.230097556409343
"419",0.53,1,0.238354730129004
"420",0.53,2,0.236991968401921
"421",0.53,4,0.236442686887295
"422",0.53,8,0.237186382022013
"423",0.53,16,0.240114599131549
"424",0.53,32,0.240473775856408
"425",0.54,0,0.23494429732822
"426",0.54,0.5,0.222104902861901
"427",0.54,1,0.227512557871248
"428",0.54,2,0.226671618211971
"429",0.54,4,0.226809235396033
"430",0.54,8,0.226621325667772
"431",0.54,16,0.228295359088324
"432",0.54,32,0.232571005059176
"433",0.55,0,0.223596790452031
"434",0.55,0.5,0.214976302448371
"435",0.55,1,0.218404176044238
"436",0.55,2,0.217335748429087
"437",0.55,4,0.218433852245226
"438",0.55,8,0.217414143713297
"439",0.55,16,0.218555597340794
"440",0.55,32,0.225625596730498
"441",0.56,0,0.212255987653144
"442",0.56,0.5,0.208512102039861
"443",0.56,1,0.210227412093606
"444",0.56,2,0.208425152077775
"445",0.56,4,0.211544752831208
"446",0.56,8,0.20937267940664
"447",0.56,16,0.210464341339456
"448",0.56,32,0.218267265820258
"449",0.57,0,0.202484789924109
"450",0.57,0.5,0.202969060595528
"451",0.57,1,0.202728575878171
"452",0.57,2,0.201236054898481
"453",0.57,4,0.204989569554923
"454",0.57,8,0.201961744608993
"455",0.57,16,0.203135492432554
"456",0.57,32,0.211735918706419
"457",0.58,0,0.193651768613941
"458",0.58,0.5,0.19812687363122
"459",0.58,1,0.195915691776019
"460",0.58,2,0.194592614216609
"461",0.58,4,0.199730563326148
"462",0.58,8,0.194636197741805
"463",0.58,16,0.196407992207857
"464",0.58,32,0.206789096651499
"465",0.59,0,0.185924848130943
"466",0.59,0.5,0.192871224401183
"467",0.59,1,0.189211412587702
"468",0.59,2,0.187985497865208
"469",0.59,4,0.194285907334717
"470",0.59,8,0.187808012540749
"471",0.59,16,0.189881170335328
"472",0.59,32,0.201118144063979
"473",0.6,0,0.178580062881694
"474",0.6,0.5,0.187134648778137
"475",0.6,1,0.182781455870979
"476",0.6,2,0.181187869820619
"477",0.6,4,0.18832294051347
"478",0.6,8,0.180977071654572
"479",0.6,16,0.183481753221773
"480",0.6,32,0.194580932310968
"481",0.61,0,0.171643871669844
"482",0.61,0.5,0.180708616339624
"483",0.61,1,0.176116898453544
"484",0.61,2,0.174199730082843
"485",0.61,4,0.181841662862409
"486",0.61,8,0.173876093366951
"487",0.61,16,0.176921601362843
"488",0.61,32,0.187177461392465
"489",0.62,0,0.164797025959983
"490",0.62,0.5,0.173593127085644
"491",0.62,1,0.169302462364646
"492",0.62,2,0.167021078651881
"493",0.62,4,0.174842074381533
"494",0.62,8,0.166505077677887
"495",0.62,16,0.170200714758537
"496",0.62,32,0.17890773130847
"497",0.63,0,0.158039567119064
"498",0.63,0.5,0.165788181016196
"499",0.63,1,0.162351360363506
"500",0.63,2,0.159651915527732
"501",0.63,4,0.167324175070841
"502",0.63,8,0.15886402458738
"503",0.63,16,0.163319093408856
"504",0.63,32,0.169771742058984
"505",0.64,0,0.151371495147086
"506",0.64,0.5,0.157517247844418
"507",0.64,1,0.155263592450123
"508",0.64,2,0.152092240710395
"509",0.64,4,0.159287964930335
"510",0.64,8,0.15095293409543
"511",0.64,16,0.156276737313798
"512",0.64,32,0.159769493644006
"513",0.65,0,0.144792810044049
"514",0.65,0.5,0.150184973543065
"515",0.65,1,0.148105205095281
"516",0.65,2,0.14439199704146
"517",0.65,4,0.150792885903819
"518",0.65,8,0.143146542329272
"519",0.65,16,0.149073646473366
"520",0.65,32,0.150438374475809
"521",0.66,0,0.138303511809953
"522",0.66,0.5,0.142508012072534
"523",0.66,1,0.140832874217444
"524",0.66,2,0.136877438901998
"525",0.66,4,0.142299651616349
"526",0.66,8,0.135862972183507
"527",0.66,16,0.141709820887559
"528",0.66,32,0.141437079385117
"529",0.67,0,0.131903600444798
"530",0.67,0.5,0.134836878868051
"531",0.67,1,0.133559334651389
"532",0.67,2,0.129142009369366
"533",0.67,4,0.133600504758033
"534",0.67,8,0.128985349039175
"535",0.67,16,0.134158654463222
"536",0.67,32,0.132529547616034
"537",0.68,0,0.125593075948585
"538",0.68,0.5,0.127762177508315
"539",0.68,1,0.126454570967443
"540",0.68,2,0.121892692048144
"541",0.68,4,0.125413535436188
"542",0.68,8,0.122296372286906
"543",0.68,16,0.126437283319438
"544",0.68,32,0.123413286629357
"545",0.69,0,0.119382026827322
"546",0.69,0.5,0.120813731781239
"547",0.69,1,0.119645017109459
"548",0.69,2,0.115140058172299
"549",0.69,4,0.118084015820553
"550",0.69,8,0.116226577026518
"551",0.69,16,0.119573733127344
"552",0.69,32,0.115141613808962
"553",0.7,0,0.11330281641887
"554",0.7,0.5,0.113942020457889
"555",0.7,1,0.113994345101545
"556",0.7,2,0.108781711892559
"557",0.7,4,0.111611943087076
"558",0.7,8,0.110371059233552
"559",0.7,16,0.113133789626942
"560",0.7,32,0.107488736084288
"561",0.71,0,0.107444960629873
"562",0.71,0.5,0.107596216381732
"563",0.71,1,0.108562050098137
"564",0.71,2,0.103036011539628
"565",0.71,4,0.105867020477305
"566",0.71,8,0.1047248077508
"567",0.71,16,0.107496150519065
"568",0.71,32,0.101113654061055
"569",0.72,0,0.101768690655991
"570",0.72,0.5,0.101991773843032
"571",0.72,1,0.103547092994684
"572",0.72,2,0.0976592104494644
"573",0.72,4,0.100399095564265
"574",0.72,8,0.0992844842141689
"575",0.72,16,0.102092430760849
"576",0.72,32,0.0951048593798218
"577",0.73,0,0.0964891265371676
"578",0.73,0.5,0.0965262659750999
"579",0.73,1,0.0985892077811554
"580",0.73,2,0.0925532371697298
"581",0.73,4,0.0952387460091384
"582",0.73,8,0.0940843283674739
"583",0.73,16,0.0969298567921106
"584",0.73,32,0.0894319489739715
"585",0.74,0,0.0913999154705592
"586",0.74,0.5,0.0913942548485413
"587",0.74,1,0.0938906880795303
"588",0.74,2,0.0877471842056421
"589",0.74,4,0.0903824170910979
"590",0.74,8,0.0890802244284241
"591",0.74,16,0.0920536761868345
"592",0.74,32,0.0840949228435045
"593",0.75,0,0.0863610437612172
"594",0.75,0.5,0.0865758298786389
"595",0.75,1,0.0894808843327055
"596",0.75,2,0.0832410515572022
"597",0.75,4,0.0858301088101435
"598",0.75,8,0.0843442005715186
"599",0.75,16,0.0874791121599038
"600",0.75,32,0.079093780988421
"601",0.76,0,0.0816381103175573
"602",0.76,0.5,0.082070991065393
"603",0.76,1,0.0853153282542861
"604",0.76,2,0.0790348392244098
"605",0.76,4,0.0815818211662753
"606",0.76,8,0.0799183694164268
"607",0.76,16,0.0832061647113185
"608",0.76,32,0.0744285234087203
"609",0.77,0,0.0772311151395797
"610",0.77,0.5,0.0778797384088027
"611",0.77,1,0.0812718924324005
"612",0.77,2,0.0751285472072647
"613",0.77,4,0.0776375541594934
"614",0.77,8,0.0758027309631484
"615",0.77,16,0.0792348338410785
"616",0.77,32,0.0700991501044033
"617",0.78,0,0.0731400582272841
"618",0.78,0.5,0.0740020719088693
"619",0.78,1,0.0775306252111157
"620",0.78,2,0.0715221755057676
"621",0.78,4,0.0739973077897975
"622",0.78,8,0.0719972852116833
"623",0.78,16,0.0755651195491841
"624",0.78,32,0.0661056610754694
"625",0.79,0,0.0693649395806709
"626",0.79,0.5,0.0704379915655919
"627",0.79,1,0.0740915265904314
"628",0.79,2,0.0682157241199175
"629",0.79,4,0.070661082057188
"630",0.79,8,0.0685020321620319
"631",0.79,16,0.0721970218356356
"632",0.79,32,0.0624480563219183
"633",0.8,0,0.0659057591997396
"634",0.8,0.5,0.0671874973789708
"635",0.8,1,0.0709545965703484
"636",0.8,2,0.0652091930497152
"637",0.8,4,0.0676288769616643
"638",0.8,8,0.0653169718141935
"639",0.8,16,0.0691305407004322
"640",0.8,32,0.059126335843751
"641",0.81,0,0.0627625170844905
"642",0.81,0.5,0.0642505893490061
"643",0.81,1,0.0681198351508658
"644",0.81,2,0.0625025822951602
"645",0.81,4,0.0649006925032271
"646",0.81,8,0.0624421041681691
"647",0.81,16,0.0663656761435745
"648",0.81,32,0.0561404996409666
"649",0.82,0,0.0599352132349236
"650",0.82,0.5,0.0616272674756976
"651",0.82,1,0.0655872423319839
"652",0.82,2,0.0600958918562525
"653",0.82,4,0.0624765286818762
"654",0.82,8,0.0598774292239576
"655",0.82,16,0.0639024281650621
"656",0.82,32,0.0534905477135654
"657",0.83,0,0.0574238476510388
"658",0.83,0.5,0.0593175317590451
"659",0.83,1,0.0633568181137029
"660",0.83,2,0.0579891217329929
"661",0.83,4,0.0603563854976112
"662",0.83,8,0.0576229469815599
"663",0.83,16,0.0617407967648952
"664",0.83,32,0.0511764800615478
"665",0.84,0,0.0552284203328363
"666",0.84,0.5,0.0573213821990492
"667",0.84,1,0.0614285624960227
"668",0.84,2,0.0561822719253803
"669",0.84,4,0.0585402629504322
"670",0.84,8,0.0556786574409754
"671",0.84,16,0.059880781943074
"672",0.84,32,0.049198296684913
"673",0.85,0,0.0533489312803157
"674",0.85,0.5,0.0556388187957093
"675",0.85,1,0.0598024754789435
"676",0.85,2,0.0546753424334154
"677",0.85,4,0.0570281610403397
"678",0.85,8,0.0540445606022042
"679",0.85,16,0.0583223836995982
"680",0.85,32,0.0475559975836616
"681",0.86,0,0.0517853804934773
"682",0.86,0.5,0.0542698415490256
"683",0.86,1,0.0584785570624651
"684",0.86,2,0.0534683332570977
"685",0.86,4,0.0558200797673331
"686",0.86,8,0.0527206564652469
"687",0.86,16,0.0570656020344676
"688",0.86,32,0.0462495827577935
"689",0.87,0,0.0505377679723211
"690",0.87,0.5,0.0532144504589984
"691",0.87,1,0.0574568072465871
"692",0.87,2,0.0525612443964279
"693",0.87,4,0.0549160191314127
"694",0.87,8,0.0517069450301026
"695",0.87,16,0.0561104369476827
"696",0.87,32,0.0452790522073085
"697",0.88,0,0.049606093716847
"698",0.88,0.5,0.0524726455256274
"699",0.88,1,0.0567372260313102
"700",0.88,2,0.0519540758514055
"701",0.88,4,0.0543159791325786
"702",0.88,8,0.0510034262967719
"703",0.88,16,0.0554568884392433
"704",0.88,32,0.0446444059322066
"705",0.89,0,0.0489903577270548
"706",0.89,0.5,0.0520444267489124
"707",0.89,1,0.0563198134166338
"708",0.89,2,0.0516468276220307
"709",0.89,4,0.0540199597708308
"710",0.89,8,0.0506101002652548
"711",0.89,16,0.0551049565091495
"712",0.89,32,0.0443456439324883
"713",0.9,0,0.0486905600029452
"714",0.9,0.5,0.0519297941288539
"715",0.9,1,0.0562045694025587
"716",0.9,2,0.0516394997083032
"717",0.9,4,0.054027961046169
"718",0.9,8,0.0505269669355509
"719",0.9,16,0.0550546411574011
"720",0.9,32,0.0443827662081529
"721",0.91,0,0.0487067005445175
"722",0.91,0.5,0.0521287476654516
"723",0.91,1,0.0563914939890837
"724",0.91,2,0.0519320921102232
"725",0.91,4,0.0543399829585932
"726",0.91,8,0.0507540263076607
"727",0.91,16,0.0553059423839978
"728",0.91,32,0.0447557727592008
"729",0.92,0,0.0490387793517717
"730",0.92,0.5,0.0526412873587056
"731",0.92,1,0.0568805871762101
"732",0.92,2,0.0525246048277905
"733",0.92,4,0.0549560255081038
"734",0.92,8,0.0512912783815837
"735",0.92,16,0.0558588601889406
"736",0.92,32,0.045464663585632
"737",0.93,0,0.0496867964247085
"738",0.93,0.5,0.0534674132086158
"739",0.93,1,0.057671848963937
"740",0.93,2,0.0534170378610058
"741",0.93,4,0.0558760886947005
"742",0.93,8,0.05213872315732
"743",0.93,16,0.0567133945722286
"744",0.93,32,0.0465094386874463
"745",0.94,0,0.0506507517633274
"746",0.94,0.5,0.0546071252151822
"747",0.94,1,0.0587652793522648
"748",0.94,2,0.0546093912098683
"749",0.94,4,0.0571001725183833
"750",0.94,8,0.0532963606348698
"751",0.94,16,0.0578695455338623
"752",0.94,32,0.0478900980646439
"753",0.95,0,0.0519306453676282
"754",0.95,0.5,0.0560604233784049
"755",0.95,1,0.0601608783411932
"756",0.95,2,0.0561016648743786
"757",0.95,4,0.0586282769791523
"758",0.95,8,0.0547641908142334
"759",0.95,16,0.0593273130738412
"760",0.95,32,0.0496066417172246
"761",0.96,0,0.0535264772376112
"762",0.96,0.5,0.0578273076982838
"763",0.96,1,0.0618586459307226
"764",0.96,2,0.057893858854536
"765",0.96,4,0.0604604020770078
"766",0.96,8,0.05654221369541
"767",0.96,16,0.0610866971921658
"768",0.96,32,0.0516590696451889
"769",0.97,0,0.0554382473732765
"770",0.97,0.5,0.0599077781748191
"771",0.97,1,0.0638585821208527
"772",0.97,2,0.0599859731503409
"773",0.97,4,0.0625965478119489
"774",0.97,8,0.0586304292784002
"775",0.97,16,0.0631476978888357
"776",0.97,32,0.0540473818485361
"777",0.98,0,0.0576659557746235
"778",0.98,0.5,0.0623018348080106
"779",0.98,1,0.0661606869115836
"780",0.98,2,0.0623780077617937
"781",0.98,4,0.0650367141839765
"782",0.98,8,0.0610288375632038
"783",0.98,16,0.0655103151638513
"784",0.98,32,0.0567715783272667
"785",0.99,0,0.0602096024416533
"786",0.99,0.5,0.0650094775978583
"787",0.99,1,0.0687649603029152
"788",0.99,2,0.0650699626888937
"789",0.99,4,0.0677809011930901
"790",0.99,8,0.0637374385498211
"791",0.99,16,0.0681745490172122
"792",0.99,32,0.0598316590813804
