"","variable","value","postAdaptTime_ms","samplingTime_ms","model","engine","method","isStochasticOpt"
"750","indicators",337.867221278771,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"751","indicators",108.106495063311,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"752","indicators",115.750915978723,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"753","indicators",106.28567495863,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"754","indicators",267.38176277724,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"755","indicators",108.773015936409,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"756","indicators",112.015186963956,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"757","indicators",106.511077019961,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"758","indicators",199.601238592882,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"759","indicators",112.492253318528,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"760","indicators",208.609534713852,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"761","indicators",108.589260689556,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"762","indicators",211.928933195879,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"763","indicators",170.293301123676,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"764","indicators",115.4467420017,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"765","indicators",205.209364936909,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"766","indicators",185.970878604749,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"767","indicators",396.538094607763,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"768","indicators",120.278365940247,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"769","indicators",105.758877984842,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"770","indicators",111.867490834872,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"771","indicators",109.101235296692,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"772","indicators",596.17452305886,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"773","indicators",107.341265820988,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"774","indicators",202.124378764372,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"775","indicators",108.80927000838,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"776","indicators",128.949960079667,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"777","indicators",118.90851961137,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"778","indicators",123.458381321471,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"779","indicators",125.055533738285,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"780","indicators",128.651676406925,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"781","indicators",115.795227684136,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"782","indicators",108.756498348786,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"783","indicators",108.77707135722,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"784","indicators",114.029206563836,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"785","indicators",133.665984503289,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"786","indicators",144.264893371467,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"787","indicators",160.596958424129,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"788","indicators",117.827357575584,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"789","indicators",162.027135675277,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"790","indicators",130.747480190912,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"791","indicators",110.365268594304,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"792","indicators",134.578467358067,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"793","indicators",116.641212098473,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"794","indicators",107.660058697687,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"795","indicators",118.039921059235,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"796","indicators",106.075501484817,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"797","indicators",109.981273800454,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"798","indicators",111.25291842359,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"799","indicators",110.85305438749,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"800","indicators",109.328429283104,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"801","indicators",1019.40992136888,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"802","indicators",112.796515196954,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"803","indicators",108.136605213192,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"804","indicators",106.12645831741,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"805","indicators",1182.51801574853,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"806","indicators",110.599885082928,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"807","indicators",145.008816821947,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"808","indicators",137.688103573063,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"809","indicators",124.200643086862,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"810","indicators",117.215946589979,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"811","indicators",112.595437199543,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"812","indicators",108.485088325983,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"813","indicators",108.777105913285,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"814","indicators",109.410192962408,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"815","indicators",119.550012964242,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"816","indicators",107.204734010344,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"817","indicators",106.801212924194,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"818","indicators",136.382312452931,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"819","indicators",141.941058068842,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"820","indicators",111.415456950036,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"821","indicators",115.072624791484,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"822","indicators",475.46983236927,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"823","indicators",176.332049609631,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"824","indicators",108.058401321788,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"825","indicators",111.949327255107,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"826","indicators",108.66299462996,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"827","indicators",111.782363560615,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"828","indicators",108.24168729267,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"829","indicators",237.875624276307,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"830","indicators",107.53206768086,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"831","indicators",1220.86913872889,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"832","indicators",108.788656337172,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"833","indicators",112.215350015823,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"834","indicators",194.335890259168,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"835","indicators",155.964128188101,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"836","indicators",134.553143247046,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"837","indicators",117.115899682279,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"838","indicators",242.574240879458,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"839","indicators",200.51957452284,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"840","indicators",108.96166978512,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"841","indicators",109.326906416796,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"842","indicators",108.135760178369,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"843","indicators",838.612937595119,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"844","indicators",115.313289004301,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"845","indicators",106.662776470961,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"846","indicators",111.937879725276,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"847","indicators",199.033640700073,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"848","indicators",183.157756126461,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"849","indicators",141.638181905252,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"850","indicators",123.472633129273,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"851","indicators",108.655866929543,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"852","indicators",108.089813876648,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"853","indicators",125.855144946373,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"854","indicators",116.74475075937,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"855","indicators",213.912904486262,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"856","indicators",106.077648785922,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"857","indicators",172.139744155938,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"858","indicators",108.961165643277,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"859","indicators",112.187239514352,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"860","indicators",132.479642745404,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"861","indicators",1221.56213921947,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"862","indicators",106.694803737795,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"863","indicators",107.61631602328,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"864","indicators",103.947733259752,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"865","indicators",118.343212290461,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"866","indicators",117.992319414052,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"867","indicators",117.605532861982,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"868","indicators",112.576115720854,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"869","indicators",108.355748538747,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"870","indicators",118.253818370834,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"871","indicators",108.880915712309,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"872","indicators",107.775045382517,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"873","indicators",714.119438363987,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"874","indicators",528.700210189817,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"875","indicators",152.152000536018,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"876","indicators",110.087938032157,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"877","indicators",110.470360189535,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"878","indicators",219.243105075945,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"879","indicators",148.58404517262,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"880","indicators",144.390273900868,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"881","indicators",119.02992667961,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"882","indicators",1074.05432673475,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"883","indicators",176.924889012701,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"884","indicators",107.778318657152,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"885","indicators",107.304490651002,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"886","indicators",110.907145139866,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"887","indicators",112.661673917557,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"888","indicators",116.940495810071,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"889","indicators",122.634728604741,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"890","indicators",109.510921912346,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"891","indicators",108.897100392249,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"892","indicators",729.71487290435,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"893","indicators",125.986214734373,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"894","indicators",140.557388447065,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"895","indicators",107.778342508011,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"896","indicators",137.13393725546,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"897","indicators",120.578700382281,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"898","indicators",254.2596392319,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"899","indicators",111.601202609203,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"900","indicators",107.612499072692,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"901","indicators",127.004941704086,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"902","indicators",176.549262236543,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"903","indicators",107.076909079564,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"904","indicators",107.185464432312,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"905","indicators",108.357750447098,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"906","indicators",107.577984001797,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"907","indicators",148.223547085287,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"908","indicators",209.740502809801,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"909","indicators",241.054091471511,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"910","indicators",107.173208133125,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"911","indicators",108.036639276213,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"912","indicators",110.683140246538,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"913","indicators",118.460064066672,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"914","indicators",109.129170982458,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"915","logDensity",224.779915840088,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"916","means",102.699742403958,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"917","means",99.5378830585935,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"918","pi",125.501212582549,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"919","pi",125.501212582549,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"920","sds",139.883152587939,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"921","sds",157.023016108472,200003.5,3922403,"SimpleMixture","baselines.StochasticOptimizedPT","Miasojedow-Moulines-Vihola",1
"922","indicators",66.1443455034001,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"923","indicators",285.134785483883,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"924","indicators",132.550136245818,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"925","indicators",1014.69718309491,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"926","indicators",65.2252678256642,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"927","indicators",65.2632951807168,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"928","indicators",66.4396804567722,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"929","indicators",68.7949691967121,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"930","indicators",65.2083665016366,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"931","indicators",73.3254781901569,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"932","indicators",86.6605576983596,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"933","indicators",445.311014279638,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"934","indicators",170.892228995368,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"935","indicators",65.0472692970706,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"936","indicators",90.6452488786775,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"937","indicators",67.0165464641882,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"938","indicators",76.4456553311815,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"939","indicators",65.2679220611407,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"940","indicators",65.2384318252399,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"941","indicators",67.121387201202,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"942","indicators",65.5879511318506,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"943","indicators",65.1313302568013,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"944","indicators",64.9985034378078,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"945","indicators",65.0472692970706,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"946","indicators",771.737322555835,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"947","indicators",65.2345339825096,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"948","indicators",526.323178740343,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"949","indicators",65.7124305425467,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"950","indicators",68.945670611503,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"951","indicators",81.8476350072728,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"952","indicators",67.2288712083838,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"953","indicators",65.3512116478509,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"954","indicators",66.4784615792366,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"955","indicators",65.1332290602192,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
"956","indicators",73.3841950217483,182117.5,4044484,"SimpleMixture","baselines.StochasticOptimizedPT","Atchade-Roberts-Rosenthal",1
