"","round","count","rate","nPassesPerScan"
"1",11,442.931428783933,0.0885862857567865,2
"2",11,440.398872647064,0.0880797745294128,4
"3",11,437.803540810623,0.0875607081621246,16
"4",11,438.502717186785,0.0877005434373571,8
"5",11,438.33334545036,0.087666669090072,1
"6",11,439.645143068562,0.0879290286137123,0.25
"7",11,556.377598563779,0.111275519712756,0
"8",11,440.060920372328,0.0880121840744656,0.5
