"","round","count","rate","nPassesPerScan"
"1",11,770.707091938416,0.154141418387683,1
"2",11,770.989048047882,0.154197809609576,4
"3",11,776.826186791591,0.155365237358318,2
"4",11,956.469450239524,0.191293890047905,0
"5",11,772.524812413172,0.154504962482634,0.5
"6",11,777.234640101683,0.155446928020337,0.25
"7",11,769.966996678279,0.153993399335656,16
"8",11,772.7394743197,0.15454789486394,8
