"","round","count","rate","nPassesPerScan"
"1",11,473.462437942536,0.0946924875885073,16
"2",11,472.652691281428,0.0945305382562856,2
"3",11,472.790274354917,0.0945580548709835,0.5
"4",11,470.836886492062,0.0941673772984124,1
"5",11,470.892295048548,0.0941784590097095,8
"6",11,472.15461421128,0.094430922842256,4
"7",11,496.423492925344,0.0992846985850688,0
"8",11,496.423492925344,0.0992846985850688,0.25
